Dividendos_Pagos,1996T1,1996T3,1997T1,1997T3,1998T1,1998T3,1999T1,1999T3,1999T4,2000T3,2000T4,2001T3,2001T4,2002T3,2003T1,2003T3,2004T1,2004T2,2004T3,2005T1,2005T3,2006T1,2006T3,2007T1,2007T3,2008T1,2008T3,2009T1,2009T3,2010T1,2010T3,2011T1,2011T3,2012T1,2012T3,2013T1,2013T3,2014T1,2015T1,2015T3,2016T1,2016T3,2017T1,2018T1,2019T1,2020T1,2021T1,2021T3,2022T1,2022T4,2023T1,2023T3,2023T4,2024T3,2024T4,2025T1,2025T4
Dividendos + JCP Pagos no Trimestre,20.0,18.0,25.6,21.1765,19.0588,19.38,20.4,20.4,24.0,24.7,24.7,24.7,24.7,21.0,21.0,24.7,24.7,2.22,25.94,25.94,26.69,26.69,26.69,26.69,26.72,0.5344,0.6783,0.5336,0.5485,0.5485,2.209,0.6967,1.092,0.525,0.6967,0.6967,0.6304,0.3318,0.6635,0.693,0.63,0.6335,0.3318,0.6635,0.7177,1.31,1.6298,0.8504,0.5608,0.5334,0.5892,0.9424,1.5757,1.9757,2.2275,0.0469,3.4866
