cd_conta,conta,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,137658.0,120588.0,134361.0,246292.0,233574.0,384982.0,476427.0,411167.0,398033.0,322324.0,363262.0,308187.0,465986.0,624414.0,521194.0,607533.0,505006.0,827539.0,1215398.0
6.02,Caixa Líquido Atividades de Investimento,-123780.0,-933846.0,84451.0,-344978.0,-234502.0,-1145850.0,-210490.0,-208252.0,-367203.0,-299317.0,-267098.0,72447.0,-298604.0,-1028853.0,-124235.0,-150894.0,-276768.0,-436939.0,-1256927.0
6.03,Caixa Líquido Atividades de Financiamento,-694.0,1038168.0,-95361.0,-76561.0,-61149.0,850221.0,-5992.0,-346864.0,-186112.0,-138793.0,-107891.0,-261930.0,-62417.0,513305.0,-387287.0,-581778.0,-208165.0,-463540.0,23753.0
6.04,Variação Cambial s/ Caixa e Equivalentes,0.0,0.0,0.0,0.0,1385.0,-821.0,-277.0,310.0,226.0,-426.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.05,Aumento (Redução) de Caixa e Equivalentes,13184.0,224910.0,123451.0,-175247.0,-60692.0,88532.0,259668.0,-143639.0,-155056.0,-116212.0,-11280.0,118704.0,104965.0,108866.0,9672.0,-125139.0,20073.0,-72940.0,-17776.0
