cd_conta,conta,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,2133207.0,3272268.0,3312562.0,4715393.0,5047808.0,6250950.0,6532051.0,6585094.0,6902165.0,6767583.0,6912653.0,6829184.0,6885124.0,7872736.0,7708991.0,7437571.0,7454930.0,7201845.0,7897842.0
2.01,Passivo Circulante,493348.0,596046.0,661471.0,1244530.0,1450945.0,1692175.0,1330695.0,1391367.0,1688790.0,1396840.0,1159296.0,1065860.0,1154580.0,1072597.0,1010567.0,732356.0,636063.0,510951.0,643225.0
2.01.01,Obrigações Sociais e Trabalhistas,19765.0,23028.0,28402.0,30563.0,41875.0,38412.0,51180.0,60848.0,72458.0,63289.0,80290.0,86647.0,79495.0,74351.0,91659.0,93929.0,106314.0,86559.0,108506.0
2.01.02,Fornecedores,85397.0,81808.0,65658.0,98708.0,153583.0,190036.0,273068.0,352152.0,417994.0,374827.0,370092.0,254010.0,215748.0,233373.0,259128.0,299110.0,367947.0,328410.0,308179.0
2.01.03,Obrigações Fiscais,34835.0,54253.0,51170.0,66995.0,124939.0,123668.0,146004.0,124275.0,119903.0,86136.0,64924.0,49537.0,59146.0,41161.0,63691.0,74193.0,61155.0,48786.0,39730.0
2.01.04,Empréstimos e Financiamentos,294175.0,261795.0,268087.0,281762.0,251762.0,282996.0,2205.0,14011.0,49352.0,59608.0,115535.0,142772.0,149689.0,204172.0,124999.0,20907.0,67824.0,26513.0,99163.0
2.01.05,Outras Obrigações,52875.0,168861.0,241853.0,766083.0,878367.0,1056644.0,857819.0,830357.0,1017006.0,800878.0,516353.0,524692.0,644027.0,513272.0,466284.0,243875.0,32652.0,20512.0,86622.0
2.01.06,Provisões,6301.0,6301.0,6301.0,419.0,419.0,419.0,419.0,9724.0,12077.0,12102.0,12102.0,8202.0,6475.0,6268.0,4806.0,342.0,171.0,171.0,1025.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,831960.0,785524.0,801784.0,1599050.0,1511485.0,1337651.0,1529495.0,1383225.0,1119018.0,1056143.0,1324149.0,1245441.0,1079113.0,2412687.0,2124036.0,2469938.0,2355077.0,2252263.0,2691118.0
2.02.01,Empréstimos e Financiamentos,695443.0,543188.0,519872.0,459529.0,327079.0,290474.0,665134.0,641570.0,578870.0,549007.0,804025.0,760208.0,723130.0,1892218.0,1591975.0,1771414.0,1788205.0,1797885.0,2301589.0
