Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2026T1
VIVR3,Preço de Fechamento Ajustado,20028.0,17265.52,19525.73,21660.38,19462.95,16135.41,14126.33,12556.74,15884.28,9417.56,7534.04,4161.36,5006.64,1755.58,1560.51,1625.53,1105.36,845.28,845.28,650.21,520.17,325.11,195.06,195.06,195.06,111.84,182.71,101.43,138.5,147.6,159.95,117.04,118.11,21.41,12.55,34.69,27.31,14.32,11.88,18.9,8.12,14.72,10.07,11.21,10.03,51.5,23.12,12.4,11.91,5.95,4.96,4.96,3.97,3.07,3.33,5.15,3.2,2.32,1.8,1.18,1.03,0.87,0.6
