cd_conta,conta,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2
1,Ativo Total,2524188.000,2929818.000,3096221.000,3164885.000,3118797.000,3132181.000,3091743.000,2857335.000,2449386.000,2380682.000,2361282.000,2210394.000,1976902.000,1914868.000,1665443.000,1613929.000,1531576.000,1515374.000,1469175.000,1436134.000,1307012.000,1239612.000,1177847.000,1085060.000,984399.000,957109.000,918008.000,827352.000,821007.000,806747.000,771134.000,769955.000,647844.000,633572.000,587856.000,553725.000,512942.000,498103.000,484292.000,358187.000,323481.000,306775.000,338536.000,346030.000,328603.000,325847.000,313976.000,318939.000,366771.000,347287.000,325398.000,304597.000,317514.000,281344.000,293705.000,292799.000,262192.000,247749.000,236917.000
1.01,Ativo Circulante,1574933.000,1706530.000,1865709.000,1963992.000,1983191.000,1893931.000,1876135.000,1681208.000,1603446.000,1620471.000,1556036.000,1631398.000,1439179.000,1388148.000,1241228.000,1160875.000,1113626.000,1099925.000,1082689.000,1068355.000,971228.000,915369.000,889036.000,808873.000,742538.000,720902.000,713315.000,648685.000,627845.000,616646.000,599575.000,600584.000,435641.000,297881.000,281625.000,191755.000,195823.000,193231.000,195383.000,164346.000,116473.000,106317.000,148897.000,162041.000,163271.000,165994.000,153798.000,171000.000,204232.000,188475.000,164848.000,146662.000,145894.000,122396.000,138486.000,128594.000,118084.000,110727.000,103514.000
1.01.01,Caixa e Equivalentes de Caixa,190025.000,263927.000,334572.000,225559.000,136990.000,103992.000,100251.000,154125.000,70668.000,30397.000,48642.000,16364.000,77403.000,75825.000,67698.000,47507.000,29598.000,25356.000,46383.000,49727.000,22738.000,24369.000,25502.000,24601.000,33081.000,26028.000,29396.000,17543.000,15545.000,13754.000,9306.000,9408.000,7810.000,6181.000,6231.000,4708.000,5461.000,6155.000,12053.000,22053.000,28993.000,29215.000,67817.000,65960.000,63467.000,42593.000,21188.000,12540.000,38974.000,40498.000,30631.000,25028.000,14097.000,8257.000,10271.000,12873.000,19637.000,17480.000,13546.000
1.01.02,Aplicações Financeiras,0.000,0.000,0.000,140894.000,238158.000,150992.000,184383.000,104444.000,99083.000,111525.000,106021.000,110557.000,102100.000,94676.000,72254.000,47644.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.03,Contas a Receber,806405.000,858528.000,958014.000,1007468.000,996799.000,1055560.000,1004002.000,912617.000,689763.000,676699.000,664954.000,719936.000,767428.000,727699.000,707552.000,676996.000,661652.000,655755.000,621386.000,628186.000,575263.000,543674.000,525405.000,402896.000,386336.000,373554.000,354172.000,328928.000,317937.000,309915.000,303474.000,306096.000,245194.000,109123.000,96993.000,28172.000,18165.000,20583.000,24005.000,22346.000,22682.000,23988.000,30729.000,27588.000,16456.000,17688.000,30832.000,60003.000,66107.000,56573.000,39076.000,31811.000,27830.000,15301.000,61033.000,54549.000,31491.000,30066.000,29547.000
1.01.04,Estoques,512636.000,520141.000,513660.000,541880.000,569130.000,535389.000,554623.000,464305.000,670132.000,725198.000,653944.000,730309.000,429189.000,423444.000,334729.000,356126.000,390248.000,391031.000,388864.000,370121.000,353269.000,327571.000,318491.000,361022.000,304252.000,301701.000,314821.000,290911.000,283909.000,282778.000,276304.000,271396.000,172381.000,177944.000,175411.000,156292.000,167945.000,162276.000,154970.000,113563.000,59124.000,47568.000,44564.000,59852.000,65126.000,78658.000,78943.000,81070.000,82189.000,73057.000,71360.000,76760.000,76789.000,83583.000,46948.000,45056.000,43888.000,41912.000,40622.000
1.01.05,Ativos Biológicos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.06,Tributos a Recuperar,6960.000,7911.000,10812.000,10296.000,14196.000,14788.000,2741.000,7812.000,6505.000,5432.000,6611.000,6689.000,11153.000,27363.000,20883.000,11034.000,10818.000,9899.000,9657.000,9384.000,11134.000,10899.000,10820.000,10734.000,4985.000,5036.000,4972.000,3307.000,3287.000,3202.000,3288.000,3310.000,3822.000,3628.000,1871.000,1363.000,1450.000,1088.000,1136.000,2491.000,2183.000,2379.000,2356.000,1956.000,2948.000,4047.000,5292.000,5522.000,4886.000,5081.000,5278.000,5071.000,5399.000,2198.000,2212.000,2184.000,2294.000,2290.000,2306.000
1.01.07,Despesas Antecipadas,6989.000,6193.000,5011.000,5215.000,4639.000,3778.000,2425.000,3289.000,1981.000,1507.000,1974.000,1825.000,1284.000,1565.000,1937.000,1313.000,1242.000,986.000,947.000,941.000,819.000,664.000,452.000,575.000,852.000,726.000,678.000,652.000,220.000,147.000,73.000,0.000,213.000,133.000,56.000,1.000,413.000,495.000,83.000,0.000,246.000,154.000,110.000,294.000,512.000,903.000,587.000,693.000,900.000,369.000,628.000,547.000,613.000,627.000,509.000,635.000,466.000,407.000,335.000
1.01.08,Outros Ativos Circulantes,51918.000,49830.000,43640.000,32680.000,23279.000,29432.000,27710.000,34616.000,65314.000,69713.000,73890.000,45718.000,50622.000,37576.000,36175.000,20255.000,20068.000,16898.000,15452.000,9996.000,8005.000,8192.000,8366.000,9045.000,13032.000,13857.000,9276.000,7344.000,6947.000,6850.000,7130.000,10374.000,6221.000,872.000,1063.000,1219.000,2389.000,2634.000,3136.000,3893.000,3245.000,3013.000,3321.000,6391.000,14762.000,22105.000,16956.000,11172.000,11176.000,12897.000,17875.000,7445.000,21166.000,12430.000,17513.000,13297.000,20308.000,18572.000,17158.000
1.02,Ativo Não Circulante,949255.000,1223288.000,1230512.000,1200893.000,1135606.000,1238250.000,1215608.000,1176127.000,845940.000,760211.000,805246.000,578996.000,537723.000,526720.000,424215.000,453054.000,417950.000,415449.000,386486.000,367779.000,335784.000,324243.000,288811.000,276187.000,241861.000,236207.000,204693.000,178667.000,193162.000,190101.000,171559.000,169371.000,212203.000,335691.000,306231.000,361970.000,317119.000,304872.000,288909.000,193841.000,207008.000,200458.000,189639.000,11009.000,165332.000,159853.000,160178.000,147939.000,162539.000,158812.000,160550.000,157935.000,171620.000,158948.000,155219.000,164205.000,144108.000,137022.000,133403.000
1.02.01,Ativo Realizável a Longo Prazo,881233.000,1152586.000,1155845.000,1124497.000,1048795.000,1152609.000,1130260.000,1094373.000,688593.000,607502.000,658465.000,438968.000,421702.000,416823.000,319104.000,343383.000,313689.000,311175.000,313527.000,297490.000,266852.000,259863.000,232122.000,225623.000,194985.000,190353.000,181284.000,156237.000,171733.000,169620.000,152415.000,151091.000,187111.000,311510.000,289462.000,347767.000,304837.000,293452.000,275271.000,181361.000,195192.000,188827.000,178137.000,172980.000,158510.000,151668.000,150766.000,137756.000,151217.000,146877.000,147931.000,145217.000,159342.000,146146.000,147675.000,159651.000,139775.000,134714.000,131384.000
1.02.02,Investimentos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100423.000,98569.000,94586.000,91708.000,79003.000,76901.000,73619.000,79604.000,75368.000,76412.000,45935.000,45987.000,45773.000,42219.000,37664.000,32539.000,30091.000,30091.000,8607.000,8597.000,8557.000,8557.000,8160.000,8222.000,15969.000,15965.000,9426.000,9302.000,9216.000,9198.000,9191.000,8527.000,8464.000,8464.000,8521.000,8109.000,4034.000,5418.000,6455.000,7137.000,8401.000,8958.000,9768.000,10054.000,10039.000,11239.000,6079.000,3183.000,3062.000,1146.000,954.000
1.02.03,Imobilizado,45015.000,46112.000,46753.000,46452.000,48360.000,47215.000,45910.000,42197.000,31994.000,29756.000,28356.000,25027.000,21421.000,17926.000,16965.000,16073.000,15442.000,14954.000,14485.000,12323.000,11739.000,11300.000,8723.000,8282.000,7601.000,7139.000,6736.000,6325.000,5922.000,5531.000,5149.000,4766.000,4374.000,4010.000,3680.000,1780.000,488.000,187.000,2955.000,2919.000,2823.000,2712.000,2600.000,2593.000,2555.000,2608.000,2767.000,2868.000,2755.000,2842.000,2707.000,2530.000,2115.000,1450.000,1362.000,1278.000,1189.000,1090.000,1003.000
1.02.04,Intangível,23007.000,24590.000,27914.000,29944.000,38451.000,38426.000,39438.000,39557.000,24930.000,24384.000,23839.000,23293.000,15597.000,15070.000,14527.000,13994.000,13451.000,12908.000,12539.000,11979.000,11420.000,10861.000,10302.000,9743.000,9184.000,8624.000,8066.000,7508.000,6950.000,6393.000,5835.000,5292.000,4749.000,4206.000,3663.000,3121.000,2578.000,2035.000,1492.000,1034.000,529.000,455.000,381.000,307.000,233.000,159.000,190.000,178.000,166.000,135.000,144.000,134.000,124.000,113.000,103.000,93.000,82.000,72.000,62.000
