Dividendos_Pagos,2007T2,2008T2,2009T2,2010T2,2011T2,2011T4,2012T4,2013T4,2014T4,2015T3,2015T4,2016T3,2016T4,2017T3,2017T4,2018T4,2019T4,2020T4,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,1.3832,1.2178,1.2688,1.4717,1.9524,1.6152,1.3108,1.0011,1.321,0.6242,1.0697,0.4075,0.94,0.3578,0.7866,0.9614,0.6572,1.3358,0.3391,0.1606,0.1911,7.4015,0.202,0.1177,0.1275,0.1571,0.122,0.1295,1.2584,0.1437,0.1967,0.2237,0.3014,1.4487,0.3721,0.6869,0.219
