Dividendos_Pagos,2019T2,2020T2,2021T2,2022T2,2023T2,2024T2,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.3678,0.5115,0.3359,1.2664,1.1472,2.4247,1.9982,7.1534
