Preço_Fechamento,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,139.2,75.1,26.8,28.9,38.3,21.5,12.9,8.1,16.0,10.7,7.9,5.9,6.32,4.96,2.95,3.69,6.65,7.1,4.31
