Dividendos_Pagos,2013T2,2013T4,2014T2,2014T4,2015T2,2015T4,2016T3,2017T4,2018T2,2019T2,2020T2,2021T2,2022T1,2022T2,2023T2,2024T2,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.4851,0.46,1.9862,0.8578,1.1185,1.4293,0.7684,1.6989,5.424,0.2663,0.3445,0.5846,1.826,0.5726,0.7209,0.9695,1.2036,1.5263
