Preço_Fechamento,2018T2,2018T3,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,5.33,4.2,4.77,4.2,11.83,11.82,7.55,12.1,10.1,10.89,13.5,12.67,10.21,10.67,8.29,6.47,8.3,7.87,6.65,7.15,7.48,8.73,8.91,10.17,13.82,12.28,12.92,14.31,11.78,14.0
