Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2026T1
Preço de Fechamento Ajustado,5.2,5.2,3.6,3.6,3.8,3.82,6.18,7.21,9.78,9.0,9.76,7.9,8.89,4.77,3.59,2.99,2.56,1.84,5.1,5.12,2.48,3.04,2.59,2.82,3.18,5.37,3.4,2.8,2.8,2.2,1.9,1.7,1.62,2.83,2.35,2.12,2.08,2.56,2.97,2.69,2.87,2.98,2.08
