cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2
1,Ativo Total,357417.0,435503.0,339457.0,368995.0,395657.0,437671.0,509067.0,640725.0,781554.0,873135.0,1039210.0,1176464.0,1454454.0,1492533.0,1757824.0,1797759.0,1916218.0,2094743.0,2202535.0,2489899.0,2648797.0,2782708.0,2990942.0,3235804.0,3410142.0,3769452.0,4042460.0,4196772.0,4630597.0,5041604.0,5038608.0,5044804.0,5344809.0,5597037.0,5923485.0,5973871.0,6851538.0,7364062.0,7762270.0,8693163.0,9083407.0,10287823.0
1.01,Ativo Circulante,147056.0,221110.0,129527.0,165433.0,196513.0,242368.0,318277.0,449970.0,593169.0,687303.0,853363.0,989804.0,1267489.0,1298525.0,1555689.0,1618249.0,1729418.0,1902629.0,2005123.0,2282794.0,2430963.0,2559133.0,2761942.0,2999110.0,3166361.0,3517810.0,3776339.0,3922555.0,4334482.0,4720632.0,4697736.0,4685130.0,4982451.0,5234369.0,5549405.0,5580496.0,6442253.0,6935236.0,7334852.0,8268498.0,8619665.0,9817361.0
1.01.01,Caixa e Equivalentes de Caixa,57.0,648.0,297.0,726.0,283.0,173.0,21.0,-3.0,2.0,2.0,76.0,75.0,102.0,63.0,138.0,65.0,47.0,50.0,32.0,53.0,73.0,55.0,19.0,9.0,10.0,15.0,7.0,13.0,10.0,14.0,13.0,1011.0,3.0,6.0,1208.0,6.0,10.0,4166.0,512.0,93092.0,43927.0,53243.0
1.01.02,Aplicações Financeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.03,Contas a Receber,70073.0,50509.0,11597.0,43541.0,20771.0,52637.0,124537.0,233349.0,248427.0,280742.0,357362.0,415598.0,507065.0,947622.0,1255034.0,744309.0,710542.0,712212.0,802014.0,967141.0,975468.0,653847.0,877932.0,1558449.0,888728.0,873797.0,1020936.0,1521201.0,1447202.0,679068.0,858476.0,539748.0,314062.0,289330.0,424799.0,443889.0,638075.0,995214.0,1743867.0,2211687.0,2526389.0,2847758.0
1.01.04,Estoques,44540.0,68665.0,32067.0,33155.0,116034.0,53641.0,82331.0,111275.0,166915.0,155130.0,73723.0,149384.0,69645.0,146221.0,95820.0,122602.0,37878.0,286526.0,233503.0,172036.0,116314.0,161408.0,171122.0,149731.0,173910.0,69775.0,25427.0,68155.0,363015.0,270545.0,248215.0,521470.0,2209720.0,2378839.0,1792047.0,2005750.0,2394203.0,2387285.0,2376854.0,2265181.0,2360063.0,3209573.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,10033.0,10104.0,9564.0,14363.0,23184.0,9874.0,9799.0,9834.0,9873.0,9889.0,9882.0,11335.0,9895.0,17054.0,11976.0,45914.0,18494.0,167071.0,139681.0,73402.0,50212.0,81352.0,207.0,29972.0,16410.0,100208.0,77077.0,86832.0,143392.0,136868.0,137299.0,136554.0,135281.0,52316.0,7546.0,1302.0,22617.0,8729.0,36406.0,114298.0,93992.0,72204.0
1.01.07,Despesas Antecipadas,618.0,634.0,660.0,601.0,878.0,745.0,624.0,587.0,3156.0,11855.0,20055.0,34415.0,47171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,21735.0,90550.0,75342.0,73047.0,35363.0,125298.0,100965.0,94928.0,164796.0,229685.0,392265.0,378997.0,633611.0,187565.0,192721.0,705359.0,962457.0,736770.0,829893.0,1070162.0,1288896.0,1662471.0,1712662.0,1260949.0,2087303.0,2474015.0,2652892.0,2246354.0,2380863.0,3634137.0,3453733.0,3486347.0,2323385.0,2513878.0,3323805.0,3129549.0,3387348.0,3539842.0,3177213.0,3584240.0,3595294.0,3634583.0
