Dividendos_Pagos,1996T1,1996T2,1996T3,1996T4,1997T2,1998T2,1999T2,1999T3,2000T1,2000T3,2000T4,2001T1,2001T3,2002T1,2002T2,2002T3,2003T1,2003T4,2004T1,2005T1
Dividendos + JCP Pagos no Trimestre,0.03,0.1283,0.0365,0.03,0.1185,0.1524,0.1587,0.1155,0.1039,0.0823,0.0385,0.1051,0.12,0.1265,0.0879,0.1685,0.1287,0.0792,0.2179,0.3497
