cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2
2,Passivo Total,357417.0,435503.0,339457.0,368995.0,395657.0,437671.0,509067.0,640725.0,781554.0,873135.0,1039210.0,1176464.0,1454454.0,1492533.0,1757824.0,1797759.0,1916218.0,2094743.0,2202535.0,2489899.0,2648797.0,2782708.0,2990942.0,3235804.0,3410142.0,3769452.0,4042460.0,4196772.0,4630597.0,5041604.0,5038608.0,5044804.0,5344809.0,5597037.0,5923485.0,5973871.0,6851538.0,7364062.0,7762270.0,8693163.0,9083407.0,10287823.0
2.01,Passivo Circulante,516413.0,678339.0,717345.0,919366.0,1069273.0,1199503.0,1662960.0,1952751.0,2120683.0,2863723.0,2745287.0,2940867.0,3330482.0,3302740.0,3607695.0,3764340.0,3940295.0,4087060.0,4301486.0,4655585.0,4921996.0,5164160.0,5491907.0,5816019.0,6002909.0,6438656.0,6687638.0,7092326.0,7690079.0,8274747.0,8649690.0,8931289.0,9145146.0,9597719.0,10093884.0,10574138.0,7096437.0,7961037.0,8744914.0,10076152.0,11063050.0,12948215.0
2.01.01,Obrigações Sociais e Trabalhistas,2007.0,2384.0,2713.0,2612.0,2678.0,2995.0,3512.0,2939.0,3233.0,4045.0,4557.0,3135.0,3689.0,4821.0,6124.0,5068.0,5782.0,6952.0,8020.0,6286.0,7059.0,7734.0,9430.0,6675.0,8245.0,9264.0,10291.0,7950.0,8598.0,11182.0,13047.0,9414.0,11383.0,14513.0,16341.0,12753.0,14421.0,17988.0,20842.0,15767.0,19340.0,23535.0
2.01.02,Fornecedores,15396.0,26221.0,19663.0,21595.0,58105.0,14495.0,18739.0,22816.0,31406.0,23590.0,24267.0,27289.0,46165.0,33053.0,32435.0,130357.0,53335.0,64085.0,22156.0,17408.0,22695.0,34035.0,38852.0,78083.0,31559.0,35053.0,82953.0,40399.0,220419.0,116910.0,51088.0,264914.0,159561.0,209505.0,117832.0,129408.0,221371.0,240991.0,17420.0,109159.0,34338.0,465875.0
2.01.03,Obrigações Fiscais,414627.0,529282.0,659923.0,825819.0,960891.0,1146921.0,1596723.0,1887657.0,2044004.0,2786234.0,2666892.0,2872319.0,3187281.0,3225346.0,3528612.0,3603613.0,3855482.0,4002390.0,4256584.0,4615673.0,4875934.0,5101863.0,5426425.0,5714596.0,5945281.0,6383162.0,6583020.0,7002861.0,7449761.0,7916802.0,8267720.0,8645895.0,8888543.0,9362501.0,9949657.0,10423324.0,6854040.0,7698671.0,8676056.0,9847038.0,11007764.0,12458732.0
2.01.04,Empréstimos e Financiamentos,23555.0,24506.0,25482.0,26313.0,26656.0,19201.0,19593.0,19992.0,20396.0,20729.0,20451.0,23224.0,25729.0,25029.0,25195.0,11885.0,11885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221632.0,0.0,2906.0,79289.0,5255.0,4415.0,3575.0,2745.0,1915.0,1075.0,235.0,0.0,0.0
2.01.05,Outras Obrigações,60828.0,95946.0,9564.0,43027.0,20943.0,15891.0,24393.0,19347.0,21644.0,29125.0,29120.0,14900.0,67618.0,14491.0,15329.0,13417.0,13811.0,13633.0,14726.0,16218.0,16308.0,20528.0,17200.0,16665.0,17824.0,11177.0,11374.0,41116.0,11301.0,8221.0,317835.0,8160.0,6370.0,5945.0,5639.0,5078.0,3860.0,1472.0,29521.0,103953.0,1608.0,73.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,1031997.0,1036978.0,1042376.0,1023617.0,1022091.0,1030039.0,792547.0,827177.0,836476.0,248403.0,625085.0,610939.0,575285.0,633006.0,616479.0,585842.0,578566.0,627534.0,629248.0,615200.0,603451.0,590556.0,577455.0,613657.0,613854.0,586083.0,679221.0,660166.0,643414.0,623715.0,623544.0,605187.0,773895.0,765893.0,889761.0,870614.0,5334708.0,5179650.0,5166392.0,5129166.0,4941363.0,4775002.0
