especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,57250000,171750000,171750000,171750000,349862508,349862508,349862508,51600829,51600829,68850829,68850829,68850829,113426924,114000510,114333843,ON
TOTAL,57250000,171750000,171750000,171750000,349862508,349862508,349862508,51600829,51600829,68850829,68850829,68850829,113426924,114000510,114333843,TOTAL
