Dividendos_Pagos,2009T2,2009T4,2010T2,2010T3,2010T4,2012T1,2013T1,2014T4,2018T2,2019T2,2023T2,2024T2,2025T2
Dividendos + JCP Pagos no Trimestre,0.2594,0.1,0.0627,0.1252,0.3535,0.1752,0.0583,0.2286,1.8706,0.4762,0.1157,0.0475,0.0014
