Ticker,Preço_Fechamento,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
VSTE3,Preço de Fechamento Ajustado,244.04,312.49,314.32,365.48,381.02,498.88,689.17,563.77,501.8,522.09,511.18,443.72,366.38,329.08,333.47,375.16,449.2,415.91,364.33,357.2,179.42,101.51,249.11,173.94,206.31,173.39,244.17,264.16,318.24,254.75,245.34,188.31,203.8,211.7,252.77,193.92,167.01,134.56,46.78,54.61,38.94,39.18,32.53,33.56,16.94,10.76,15.04,12.19,12.66,16.54,15.83,18.34,15.55,20.33,17.34,17.1,12.28,7.8,7.14,6.05,5.24,3.91
