cd_conta,conta,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,4508846.0,5166692.0,5554118.0,6602913.0,6758870.0,7134344.0,7497726.0,8996499.0,9337892.0,9338152.0,9669145.0,10019062.0,10526095.0,13589907.0,14476618.0,14370413.0,14482162.0,14217072.0,14372185.0
1.01,Ativo Circulante,2145837.0,2837514.0,2932105.0,3434659.0,3588382.0,3650924.0,3720966.0,5198747.0,5389396.0,5363785.0,5488909.0,5475713.0,5519770.0,7082147.0,7724295.0,7563555.0,7669137.0,7341600.0,7582263.0
1.01.01,Caixa e Equivalentes de Caixa,720033.0,548313.0,579944.0,652434.0,694401.0,787366.0,846176.0,889159.0,904215.0,928316.0,943976.0,989728.0,1072674.0,1182084.0,1364345.0,1468264.0,1473387.0,2699316.0,2777146.0
1.01.02,Aplicações Financeiras,46700.0,863093.0,779977.0,987526.0,895197.0,631277.0,449414.0,1810414.0,1979200.0,1670008.0,1654096.0,1266682.0,902480.0,1215486.0,1839575.0,1558258.0,1614198.0,0.0,0.0
1.01.03,Contas a Receber,1031053.0,1109480.0,1212534.0,1385375.0,1563422.0,1754738.0,1882350.0,1948832.0,1931245.0,2074559.0,2150699.0,2458492.0,2744487.0,3684073.0,3553676.0,3559218.0,3600256.0,3737769.0,3947308.0
1.01.04,Estoques,5814.0,6828.0,6724.0,6920.0,6819.0,7141.0,12218.0,12047.0,11617.0,11913.0,10998.0,12253.0,11493.0,100816.0,107646.0,110546.0,112445.0,135195.0,147343.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,158303.0,161600.0,188826.0,236440.0,239788.0,239028.0,283960.0,301974.0,320173.0,344169.0,356566.0,343391.0,385325.0,452395.0,486657.0,508495.0,483342.0,423925.0,388331.0
1.01.07,Despesas Antecipadas,26567.0,20819.0,21241.0,18723.0,16210.0,20257.0,17599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,157367.0,127381.0,142859.0,147241.0,172545.0,211117.0,229249.0,236321.0,242946.0,334820.0,372574.0,405167.0,403311.0,447293.0,372396.0,358774.0,385509.0,345395.0,322135.0
1.02,Ativo Não Circulante,2363009.0,2329178.0,2622013.0,3168254.0,3170488.0,3483420.0,3776760.0,3797752.0,3948496.0,3974367.0,4180236.0,4543349.0,5006325.0,6507760.0,6752323.0,6806858.0,6813025.0,6875472.0,6789922.0
1.02.01,Ativo Realizável a Longo Prazo,643455.0,632229.0,646411.0,786559.0,815674.0,895844.0,961596.0,967111.0,1030516.0,1074258.0,1104864.0,1081334.0,1135946.0,1696265.0,2017094.0,2029910.0,2052927.0,2133446.0,2207896.0
1.02.02,Investimentos,0.0,4543.0,4500.0,105537.0,31610.0,104873.0,0.0,2500.0,0.0,6829.0,79135.0,8263.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0
1.02.03,Imobilizado,283968.0,268892.0,300562.0,312499.0,322126.0,380454.0,467195.0,476320.0,494648.0,496289.0,616136.0,766436.0,869904.0,980944.0,1007289.0,1020928.0,1033573.0,985928.0,871650.0
1.02.04,Intangível,1435586.0,1423514.0,1670540.0,1963659.0,2001078.0,2102249.0,2347969.0,2351821.0,2423332.0,2396991.0,2380101.0,2687316.0,3000475.0,3830551.0,3727940.0,3756020.0,3722525.0,3756098.0,3710376.0
