Preço_Fechamento,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,14.16,13.89,13.21,14.3,8.78,11.18,9.91,10.07,14.36,14.61,16.03,17.62,14.89,16.1,12.08,11.27,14.0,16.74,17.17
