cd_conta,conta,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,4508846.0,5166692.0,5554118.0,6602913.0,6758870.0,7134344.0,7497726.0,8996499.0,9337892.0,9338152.0,9669145.0,10019062.0,10526095.0,13589907.0,14476618.0,14370413.0,14482162.0,14217072.0,14372185.0
2.01,Passivo Circulante,1515726.0,1181123.0,1487018.0,1516012.0,1584969.0,1799595.0,1963837.0,1960993.0,2070554.0,2043049.0,2237316.0,2450842.0,2522643.0,3138785.0,3312012.0,3162289.0,3278530.0,3153729.0,3567098.0
2.01.01,Obrigações Sociais e Trabalhistas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.02,Fornecedores,73778.0,71952.0,77704.0,100877.0,94057.0,100600.0,102931.0,124732.0,110746.0,79199.0,134171.0,173197.0,171810.0,545815.0,503510.0,528693.0,455180.0,390132.0,421491.0
2.01.03,Obrigações Fiscais,16152.0,28684.0,36227.0,42561.0,29989.0,45115.0,40687.0,65896.0,44913.0,104954.0,57116.0,32796.0,35524.0,58567.0,43906.0,26933.0,33299.0,33566.0,34909.0
2.01.04,Empréstimos e Financiamentos,261345.0,226602.0,294358.0,307139.0,301391.0,315404.0,324459.0,328811.0,396985.0,423672.0,458630.0,478526.0,459505.0,446359.0,484310.0,425586.0,562733.0,666581.0,761547.0
2.01.05,Outras Obrigações,1164451.0,853885.0,1078729.0,1065435.0,1159532.0,1338476.0,1495760.0,1441554.0,1517910.0,1435224.0,1587399.0,1766323.0,1855804.0,2088044.0,2280286.0,2181077.0,2227318.0,2063450.0,2349151.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,2109952.0,1978924.0,1898731.0,2890296.0,2888283.0,2917929.0,3021164.0,4443241.0,4528544.0,4480538.0,4477517.0,4579939.0,4830108.0,7163421.0,7718066.0,7717775.0,7518249.0,7309457.0,6891494.0
2.02.01,Empréstimos e Financiamentos,1207304.0,1104546.0,1057653.0,1757766.0,1660957.0,1611189.0,1545674.0,2967313.0,2859221.0,2746798.0,2647612.0,2551965.0,2456719.0,4304942.0,4696943.0,4781706.0,4504377.0,4287165.0,4099884.0
2.02.02,Outras Obrigações,565498.0,283642.0,841078.0,1132530.0,1227326.0,1306740.0,1475490.0,1475928.0,1669323.0,1733740.0,1829905.0,2027974.0,2373389.0,2858479.0,3021123.0,2936069.0,3013872.0,3022292.0,2791610.0
2.02.03,Tributos Diferidos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.04,Provisões,337150.0,590736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.06,Lucros e Receitas a Apropriar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03,Patrimônio Líquido Consolidado,883168.0,2006645.0,2168369.0,2196605.0,2285618.0,2416820.0,2512725.0,2592265.0,2738794.0,2814565.0,2954312.0,2988281.0,3173344.0,3287701.0,3446540.0,3490349.0,3685383.0,3753886.0,3913593.0
2.03.01,Capital Social Realizado,591599.0,1615675.0,1615382.0,1615382.0,1615382.0,1648808.0,1648808.0,1648808.0,1679699.0,1679699.0,1679699.0,1679699.0,1728341.0,1928341.0,1928341.0,1928341.0,1961116.0,1961116.0,1961116.0
2.03.02,Reservas de Capital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.03,Reservas de Reavaliação,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.04,Reservas de Lucros,340591.0,420387.0,519737.0,537878.0,631242.0,733069.0,851778.0,931849.0,1052709.0,1128885.0,1270946.0,1306947.0,1444614.0,1373005.0,1518758.0,1591543.0,1736941.0,1793176.0,1947437.0
2.03.05,Lucros/Prejuízos Acumulados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.06,Ajustes de Avaliação Patrimonial,-49025.0,-38495.0,23315.0,33558.0,32288.0,29252.0,6468.0,3266.0,1176.0,-989.0,-7238.0,-10301.0,-13473.0,-24781.0,-21353.0,-25232.0,-28465.0,-14773.0,-13175.0
2.03.07,Ajustes Acumulados de Conversão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.08,Outros Resultados Abrangentes,0.0,9075.0,8285.0,8294.0,5189.0,4073.0,3868.0,6461.0,3006.0,4172.0,5257.0,5920.0,6325.0,1914.0,9830.0,-17422.0,905.0,-2035.0,1301.0
2.03.09,Participação dos Acionistas Não Controladores,3.0,3.0,1650.0,1493.0,1517.0,1618.0,1803.0,1881.0,2204.0,2798.0,5648.0,6016.0,7537.0,9222.0,10964.0,13119.0,14886.0,16402.0,16914.0
