Ticker,Preço_Fechamento,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
PGMN3,Preço de Fechamento Ajustado,9.21,6.93,7.15,3.22,4.17,3.24,2.42,3.16,2.32,3.14,2.38,2.24,2.29,2.78,3.02,3.3,3.45,6.36
