Ticker,Preço_Fechamento,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
ALLD3,Preço de Fechamento Ajustado,,,,,,,,,,16.21,8.39,7.63,6.42,4.63,4.05,2.96,2.38,3.53,3.02,4.22,5.39,4.73,4.95,5.09,5.1,5.22,7.14,8.4
