Dividendos_Pagos,2021T3,2021T4,2022T2,2022T4,2023T4,2024T2,2024T4,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.4636,0.2973,0.571,0.354,0.9655,1.0698,1.2971,0.7377,1.8982
