cd_conta,conta,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,3178916.000,3056130.000,3308126.000,3633137.000,3715984.000,3746767.000,3946537.000,4150471.000,4528962.000,3966337.000,4194455.000,3737768.000,3688953.000,3681099.000,3581537.000,3462033.000,3395751.000,3469444.000,3637042.000,3429336.000,3480239.000,3434695.000,3335841.000,3775486.000
1.01,Ativo Circulante,2255032.000,2124672.000,2370845.000,2693595.000,2724356.000,2757825.000,2817681.000,3008497.000,3340588.000,2768935.000,3003523.000,2497182.000,2567150.000,2579549.000,2472834.000,2397613.000,2289747.000,2340440.000,2514085.000,2245764.000,2452534.000,2431512.000,2399398.000,2804943.000
1.01.01,Caixa e Equivalentes de Caixa,292268.000,455222.000,651529.000,315042.000,382314.000,276568.000,172248.000,461119.000,733966.000,110570.000,303754.000,103301.000,141942.000,315422.000,356853.000,339175.000,535620.000,401233.000,421621.000,315822.000,427961.000,338083.000,237030.000,617723.000
1.01.02,Aplicações Financeiras,2000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.03,Contas a Receber,1238376.000,788964.000,878213.000,1235923.000,1401512.000,1095565.000,1591943.000,1521068.000,1412059.000,1411613.000,1269768.000,1139639.000,1437226.000,1282664.000,1008341.000,1127240.000,959618.000,1055726.000,950166.000,872990.000,944469.000,1693772.000,967734.000,895350.000
1.01.04,Estoques,421842.000,522383.000,494278.000,773719.000,615258.000,952045.000,743432.000,713365.000,852762.000,934080.000,1080307.000,953641.000,734305.000,729437.000,834576.000,702196.000,583452.000,676401.000,913688.000,813889.000,684089.000,0.000,728066.000,847722.000
1.01.05,Ativos Biológicos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.06,Tributos a Recuperar,238956.000,262286.000,237011.000,248442.000,239590.000,258319.000,201937.000,198951.000,199587.000,197508.000,190657.000,151607.000,145207.000,152074.000,158001.000,147609.000,122471.000,132352.000,150368.000,163090.000,301831.000,313422.000,390805.000,353662.000
1.01.07,Despesas Antecipadas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.08,Outros Ativos Circulantes,61590.000,95817.000,109814.000,120469.000,85682.000,175328.000,108121.000,113994.000,142214.000,115164.000,159037.000,148994.000,108470.000,99952.000,115063.000,81393.000,88586.000,74728.000,78242.000,79973.000,94184.000,86235.000,75763.000,90486.000
1.02,Ativo Não Circulante,923884.000,931458.000,937281.000,939542.000,991628.000,988942.000,1128856.000,1141974.000,1188374.000,1197402.000,1190932.000,1240586.000,1121803.000,1101550.000,1108703.000,1064420.000,1106004.000,1129004.000,1122957.000,1183572.000,1027705.000,1003183.000,936443.000,970543.000
1.02.01,Ativo Realizável a Longo Prazo,39912.000,36486.000,31428.000,32833.000,86026.000,79659.000,215164.000,231824.000,280234.000,303293.000,310582.000,380098.000,274011.000,272069.000,295709.000,263591.000,312175.000,348098.000,337682.000,408224.000,256629.000,242416.000,185684.000,233116.000
1.02.02,Investimentos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.02.03,Imobilizado,135601.000,139641.000,143314.000,147717.000,151473.000,150424.000,160082.000,162262.000,167224.000,161233.000,154645.000,142215.000,137016.000,125887.000,115242.000,109730.000,108952.000,101151.000,92518.000,86980.000,87189.000,81895.000,76438.000,66821.000
1.02.04,Intangível,748371.000,755331.000,762539.000,758992.000,754129.000,758859.000,753610.000,747888.000,740916.000,732876.000,725705.000,718273.000,710776.000,703594.000,697752.000,691099.000,684877.000,679755.000,692757.000,688368.000,683887.000,678872.000,674321.000,670606.000
