cd_conta,conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,669112.000,487300.000,538062.000,334739.000,718754.000,457553.000,829858.000,482487.000,673152.000,356527.000,663936.000,450469.000,230732.000,1255043.000,311614.000,720157.000,-269272.000,266630.000,826814.000,768401.000,-82269.000,169115.000,400897.000,2070231.000,348302.000,1611666.000,2757232.000,-83174.000,272288.000,1008256.000,820162.000,-66682.000,-463070.000,833585.000,616314.000,-130143.000,1898319.000,939542.000,1052542.000,1898129.000,1047831.000,1995324.000,1989081.000,1329198.000,378652.000,1332814.000,737970.000,1412155.000,1337526.000,2946541.000,2702046.000,1994013.000,2341527.000,2673472.000,1924872.000,1960046.000,526528.000,2307788.000,1997819.000,1956807.000,2093648.000,3987643.000,5908304.000
6.01.DA,Depreciação e Amortização,161807.000,172438.000,164046.000,193502.000,188171.000,199971.000,196049.000,217012.000,218340.000,304698.000,304803.000,299262.000,260898.000,264941.000,263252.000,266139.000,278599.000,563784.000,850732.000,-533151.000,313933.000,638300.000,952579.000,-624910.000,307968.000,620002.000,936569.000,-573374.000,376718.000,381509.000,384075.000,386750.000,390185.000,413780.000,387688.000,402411.000,404440.000,408181.000,417910.000,450522.000,426826.000,432515.000,381435.000,425223.000,423810.000,430704.000,434534.000,462366.000,470856.000,473525.000,517215.000,569850.000,539548.000,555997.000,556999.000,597074.000,565952.000,570507.000,586803.000,579862.000,590020.000,1192666.000,1792526.000
6.02,Caixa Líquido Atividades de Investimento,-280223.000,-421689.000,-510838.000,-589137.000,-397070.000,-312137.000,-194756.000,-1583568.000,-737406.000,-1331091.000,-688645.000,-611118.000,-507459.000,-555069.000,-294915.000,-337096.000,-333874.000,-635174.000,-829808.000,865849.000,-349766.000,-793363.000,-1025619.000,643854.000,-468595.000,-963569.000,-1628855.000,-754200.000,-677755.000,-704030.000,-435768.000,-691768.000,-445733.000,-468412.000,-345697.000,-590845.000,-423466.000,-531145.000,-4684030.000,2569950.000,316002.000,-1965694.000,-154059.000,-1319781.000,266434.000,-320493.000,-918818.000,-3233640.000,-1050302.000,-2175944.000,-1073356.000,-1959429.000,-998737.000,-389465.000,-1088857.000,-2163734.000,-2096041.000,-53348.000,-1721479.000,-1660513.000,-1634213.000,-2698632.000,-6036012.000
6.03,Caixa Líquido Atividades de Financiamento,-185837.000,-378457.000,-264369.000,676989.000,82620.000,2290331.000,-763431.000,-473701.000,71755.000,281507.000,674529.000,-25558.000,613705.000,1947597.000,-30774.000,-1582147.000,639480.000,902794.000,-203144.000,-1847663.000,102378.000,-29477.000,300641.000,-81275.000,-1156715.000,-866116.000,-1466514.000,3152733.000,-881717.000,-865950.000,-868328.000,175938.000,688139.000,-903916.000,817986.000,-966394.000,74499.000,3132299.000,-118284.000,-5762649.000,2268509.000,1388496.000,-2064182.000,-2849092.000,55028.000,-2892753.000,2076175.000,-612367.000,1009494.000,-656016.000,-1211886.000,-316481.000,-881867.000,-1480870.000,-413535.000,-793824.000,453672.000,-2576641.000,-941809.000,-654568.000,-500031.000,-1063477.000,252346.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.05,Aumento (Redução) de Caixa e Equivalentes,203052.000,-312846.000,-237145.000,422591.000,404304.000,2435747.000,-128329.000,-1574782.000,7501.000,-693057.000,649820.000,-186207.000,336978.000,2647571.000,-14075.000,-1199086.000,36334.000,534250.000,-206137.000,-213414.000,-329657.000,-653725.000,-324081.000,2632810.000,-1277008.000,-218019.000,-338137.000,2315359.000,-1287184.000,-561724.000,-483934.000,-582512.000,-220664.000,-538743.000,1088603.000,-1687382.000,1549352.000,3540696.000,-3749772.000,-1294570.000,3632342.000,1418126.000,-229160.000,-2839675.000,700114.000,-1880432.000,1895327.000,-2433852.000,1296718.000,114581.000,416804.000,-281897.000,460923.000,803137.000,422480.000,-997512.000,-1115841.000,-322201.000,-665469.000,-358274.000,-40596.000,225534.000,124638.000
