Dividendos_Pagos,2005T2,2005T3,2006T1,2006T2,2006T3,2007T1,2007T3,2008T1,2008T3,2009T1,2009T3,2010T1,2010T3,2011T2,2011T3,2012T2,2012T3,2013T2,2013T3,2014T2,2014T3,2016T2,2017T1,2018T2,2019T2,2020T3,2021T2,2021T3,2021T4,2022T2,2023T2,2023T3,2024T2,2025T2
Dividendos + JCP Pagos no Trimestre,0.4787,0.7087,0.2278,0.8112,1.2756,1.5047,1.7558,1.498,1.2535,1.263,1.1912,1.3649,1.6096,1.0102,0.777,0.7882,0.6653,0.4738,0.3773,0.5901,0.4387,0.2069,0.2179,0.2753,0.4802,1.801,1.5018,1.5018,0.6978,3.2423,2.1022,0.7834,2.754,2.7942
