Dividendos_Pagos,1996T2,1998T1,2012T4,2013T2,2013T3,2014T2,2014T3,2015T2,2015T3,2016T2,2017T2,2017T3,2018T2,2018T3,2019T2,2020T2,2021T1,2021T2,2021T3,2021T4,2022T1,2022T3,2023T2
Dividendos + JCP Pagos no Trimestre,0.062,0.038,0.0453,0.0543,0.0438,0.1491,0.0407,0.2441,0.0375,0.0514,0.0037,0.07,0.1355,0.0624,0.1549,0.0398,0.1118,0.3129,0.1298,0.5736,0.0247,0.3081,0.2101
