Dividendos_Pagos,2005T2,2005T4,2006T1,2006T2,2006T3,2006T4,2007T1,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.1924,0.1988,0.2058,0.1001,0.0351,0.2783,0.0884,2.9578,0.0337,0.037,0.0367,0.1235,0.036,0.0859,0.0415,0.0714,0.0433,0.0452,0.0794,0.0521,0.1004,0.0575,0.1182,0.1272,0.0712,0.073,0.2105,0.0753,0.0798,0.0734,0.1003,0.07,1.2828,0.0669,0.1854,0.1486,0.0816,0.1071,0.3374,0.1418,0.1595,0.1701,0.1816,0.1587,0.2245,0.1916,0.3651,0.0647,0.0636,0.065,0.0674,0.0745,0.0964,0.1151,0.1037,0.0997,0.089,0.0862,0.0873,0.0849,0.0848,0.1203,0.1092,0.1292,0.1467,0.4491,0.3549,0.3662,0.3692,0.3492,0.4066,0.3829,0.7815,0.3995,0.4047,0.4564,0.5062,0.5154,0.5155
