cd_conta,conta,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,-128490.000,17042.000,26361.000,283391.000,-215288.000,-117156.000,28565.000,180511.000,304032.000,-160446.000,40388.000,-692805.000,42130.000,-125434.000,167205.000,323180.000,-84734.000,-101195.000,-55891.000,379923.000,-286366.000,126598.000,-115596.000,900774.000,20830.000,262861.000,588016.000,198228.000,91824.000,273336.000,398382.000
6.01.DA,Depreciação e Amortização,,,,,,,,,55126.000,60099.000,60085.000,64602.000,75445.000,153074.000,239721.000,-143991.000,91013.000,61357.000,100891.000,-85827.000,103572.000,108610.000,97513.000,-127650.000,51098.000,102896.000,155423.000,-99136.000,57967.000,116449.000,174073.000
6.02,Caixa Líquido Atividades de Investimento,-11520.000,-28329.000,-24034.000,-22047.000,-12653.000,-30796.000,-43189.000,-32312.000,-40087.000,-28312.000,-45964.000,-261325.000,-116116.000,-195767.000,-225505.000,28039.000,-59280.000,-85756.000,-75965.000,-172880.000,-55732.000,-97742.000,-76942.000,-29211.000,-39966.000,-94222.000,-151062.000,25142.000,-38251.000,-87426.000,-230813.000
6.03,Caixa Líquido Atividades de Financiamento,-2646.000,12012.000,-5223.000,-23765.000,-9793.000,244970.000,-42046.000,-88323.000,-61126.000,1170574.000,170792.000,13266.000,-27767.000,197332.000,104980.000,-137225.000,-44174.000,232959.000,-18722.000,-45321.000,262726.000,-194562.000,182188.000,-158532.000,-412167.000,-341442.000,-547528.000,612109.000,-247077.000,-753591.000,-456937.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.05,Aumento (Redução) de Caixa e Equivalentes,-142656.000,725.000,-2896.000,237579.000,-237734.000,97018.000,-56670.000,59876.000,202819.000,981816.000,165216.000,-940864.000,-101753.000,-123869.000,46680.000,213994.000,-188188.000,46008.000,-150578.000,161722.000,-79372.000,-165706.000,-10350.000,713031.000,-431303.000,-172803.000,-110574.000,835479.000,-193504.000,-567681.000,-289368.000
