Preço_Fechamento,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,13.09,20.66,32.21,22.03,29.95,23.24,27.21,24.18,35.03,25.59,20.61,23.16,17.42,18.5,11.76,7.64,12.45,6.39,10.99,12.13,11.41,15.68,10.19,11.14,12.2,13.0,12.96
