Dividendos_Pagos,2005T2,2005T4,2006T2,2006T3,2006T4,2007T2,2007T3,2007T4,2008T2,2008T3,2008T4,2009T2,2009T3,2009T4,2010T2,2010T3,2010T4,2011T2,2011T3,2011T4,2012T2,2012T3,2012T4,2013T2,2013T3,2013T4,2014T2,2014T3,2014T4,2015T2,2015T3,2015T4,2016T2,2016T3,2016T4,2017T2,2017T3,2017T4,2018T2,2018T3,2018T4,2019T2,2019T3,2019T4,2020T2,2020T4,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.6415,0.38,0.4318,0.39,0.41,0.4826,0.3,0.42,0.4772,0.34,0.31,0.69,0.3,0.07,0.1883,0.04,0.12,0.32,0.089,0.201,0.486,0.142,0.288,0.563,0.138,0.279,0.5086,0.0994,0.1781,0.5416,0.146,0.1788,0.6388,0.1513,0.253,0.8236,0.1848,0.2444,0.7993,0.0374,0.0525,0.1997,0.017,0.104,0.1438,0.0239,0.5994,0.0374,0.2287,0.1739,0.0284,0.1032,1.3106,0.019,0.0575,0.2456,0.0147,0.1492,0.3194,0.1145,1.2693
