Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,2.11,2.23,2.37,2.29,2.32,2.32,2.54,2.53,3.27,3.75,3.94,4.23,4.07,3.59,3.07,3.76,3.85,3.67,4.12,5.85,3.59,3.57,3.73,4.09,3.86,5.24,4.86,4.65,5.38,3.85,3.89,3.36,4.01,4.96,4.46,4.74,4.44,4.02,3.94,3.51,3.96,4.19,4.06,4.6
