Dividendos_Pagos,1997T2,1998T2,1999T2,2000T2,2001T1,2002T1,2003T2,2004T2,2004T4,2005T2,2006T2,2006T4,2007T2,2007T3,2008T2,2009T2,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2016T2,2017T2,2018T2,2018T4,2019T3,2019T4,2020T3,2020T4,2021T2,2022T2,2023T2,2023T4,2024T2,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.05,0.1183,0.1674,0.2714,0.528,0.5005,0.282,0.197,0.4505,0.8009,0.269,0.1806,0.0852,0.1687,0.041,0.1854,0.4703,0.337,0.2881,0.5039,0.4231,0.415,0.2792,0.0941,0.5209,0.5987,0.7804,1.0405,0.2569,1.5605,1.0873,0.5648,0.5113,0.3334,0.5968,1.0691,2.7299
