Preço_Fechamento,2019T2,2019T3,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,14.16,18.91,21.28,26.55,22.21,29.71,26.66,23.23,25.29,20.12,24.79,20.53,20.23,26.54,25.03,31.91,23.67,19.83,25.51,18.23,18.84,26.47,27.97,30.95
