Dividendos_Pagos,2019T4,2020T4,2021T2,2021T4,2022T2,2023T2,2024T2,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.1693,0.1058,0.0528,0.2752,0.0539,0.3642,0.3728,0.6602,0.6977
