cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,119697.0,109790.0,124622.0,92323.0,74007.0,89360.0,72141.0,29228.0,46966.0,39079.0,32382.0,18211.0,27585.0,17616.0,24051.0,24447.0,8047.0,14069.0,7565.0,8357.0,11163.0,3092.0,2356.0,3763.0,7604.0,6745.0,7182.0,337.0,4552.0,2866.0,3672.0,16137.0,8872.0,635.0,2414.0,13866.0,4120.0,7338.0,8031.0,13597.0,13043.0,20359.0,11961.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-101489.0,-90755.0,-110059.0,-92875.0,-58440.0,-71839.0,-69401.0,-60773.0,-48322.0,-41484.0,-30181.0,-27836.0,-39900.0,-26174.0,-28579.0,-24341.0,-14856.0,-18494.0,-13204.0,-13724.0,-10374.0,-9419.0,-6493.0,-11761.0,-9156.0,-7153.0,-6418.0,-6707.0,-6040.0,-4546.0,-7335.0,-30339.0,-9500.0,-59.0,-814.0,-28876.0,-5272.0,-5488.0,-6943.0,-11097.0,-10487.0,-16128.0,-11129.0
3.03,Resultado Bruto,18208.0,19035.0,14563.0,-552.0,15567.0,17521.0,2740.0,-31545.0,1356.0,2405.0,2201.0,5223.0,12315.0,8558.0,4528.0,-106.0,6809.0,4425.0,5639.0,5367.0,789.0,6327.0,4137.0,6420.0,1552.0,408.0,764.0,5516.0,1488.0,1680.0,3663.0,14202.0,628.0,-576.0,1496.0,11914.0,1152.0,1850.0,1088.0,196.0,2556.0,4231.0,832.0
3.04,Despesas/Receitas Operacionais,-13116.0,-12792.0,-13681.0,-6666.0,-18811.0,-16924.0,-21337.0,-23055.0,-13177.0,-15254.0,-4383.0,-15643.0,-9814.0,-15199.0,-13274.0,-14620.0,-10414.0,-19601.0,-23215.0,-141410.0,-11627.0,-13536.0,-7929.0,-9401.0,-8559.0,-6611.0,-6833.0,-3010.0,-6917.0,-3861.0,-8186.0,-17065.0,-7796.0,-5776.0,-233.0,-46630.0,-5249.0,-658.0,-6877.0,-8156.0,-7433.0,-10433.0,-27200.0
3.04.02,Despesas Gerais e Administrativas,-9813.0,-9512.0,-9449.0,-8381.0,-9750.0,-10075.0,-9889.0,-10463.0,-7912.0,-10085.0,-5947.0,-5733.0,-5166.0,-6243.0,-5400.0,-4468.0,-4450.0,-9518.0,-6243.0,-2181.0,-5152.0,-3855.0,-3433.0,-4287.0,-4583.0,-4029.0,-3892.0,-3346.0,-4062.0,-3466.0,-5107.0,-8287.0,-4497.0,-660.0,-1315.0,-13358.0,-5255.0,-3742.0,-4455.0,-5418.0,-4799.0,-4097.0,-4188.0
3.04.05,Outras Despesas Operacionais,-375.0,-1944.0,-2395.0,-10260.0,-6988.0,-6343.0,-4582.0,-8407.0,0.0,-2038.0,-17713.0,-19751.0,-3351.0,-6829.0,-6482.0,-14940.0,-5275.0,-11574.0,-15172.0,-149360.0,-4226.0,-8847.0,-2589.0,-24183.0,-2119.0,-1344.0,-1674.0,-2840.0,-1982.0,-449.0,-2085.0,-19434.0,-1866.0,-369.0,-395.0,-7422.0,-477.0,-433.0,-649.0,-5572.0,-1656.0,-4836.0,-32414.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,1778.0,3218.0,4061.0,9876.0,2790.0,3415.0,-935.0,592.0,-564.0,-569.0,737.0,-507.0,1272.0,-1281.0,-935.0,-1288.0,2084.0,3966.0,477.0,-6131.0,-1585.0,-125.0,-1012.0,-1194.0,-1141.0,-518.0,-484.0,-245.0,-172.0,-94.0,-179.0,-936.0,-582.0,-5649.0,685.0,-23877.0,135.0,4118.0,-2516.0,-8749.0,-568.0,-1231.0,-529.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,5092.0,6243.0,882.0,6114.0,-3244.0,597.0,-18597.0,-54600.0,-14533.0,-17659.0,-2182.0,-25268.0,-22129.0,-23757.0,-17802.0,-14514.0,-17223.0,-24026.0,-28854.0,-146777.0,-10838.0,-19863.0,-12066.0,-17399.0,-10111.0,-7019.0,-7597.0,-2506.0,-8405.0,-5541.0,-11849.0,2863.0,-8424.0,-5200.0,1367.0,-61640.0,-6401.0,1192.0,-5789.0,-5656.0,-4877.0,-6202.0,28032.0
3.06,Resultado Financeiro,-4053.0,-5111.0,-6602.0,-12271.0,-11993.0,-13594.0,-9347.0,-14864.0,-11366.0,-13965.0,-15884.0,-14394.0,-9724.0,-6716.0,-7501.0,3976.0,-7412.0,-9873.0,-7663.0,-7417.0,-3817.0,-5692.0,-2800.0,-3418.0,2042.0,-5068.0,-532.0,-2760.0,-5359.0,-1873.0,-5656.0,-3216.0,-4610.0,-737.0,-7599.0,-5913.0,-7191.0,-8306.0,9444.0,-17293.0,-4740.0,-2286.0,-14610.0
3.06.01,Receitas Financeiras,723.0,1533.0,2348.0,24.0,1169.0,1101.0,845.0,769.0,1094.0,166.0,547.0,648.0,232.0,19123.0,651.0,17515.0,126.0,322.0,766.0,4898.0,3380.0,429.0,1805.0,1002.0,3185.0,3006.0,738.0,5651.0,71.0,181.0,99.0,1262.0,164.0,1455.0,910.0,4560.0,673.0,1084.0,2388.0,3127.0,553.0,482.0,1544.0
3.06.02,Despesas Financeiras,-4776.0,-6644.0,-8950.0,-12247.0,-13162.0,-14695.0,-10192.0,-15633.0,-12460.0,-14131.0,-16431.0,-15042.0,-9956.0,-12407.0,-8152.0,-8059.0,-7538.0,-9551.0,-8429.0,-12959.0,-7197.0,-6121.0,-4605.0,-2416.0,-1143.0,-2062.0,-1270.0,-3121.0,-5430.0,-2054.0,-5755.0,-4478.0,-4774.0,-2192.0,-8509.0,-10473.0,-7864.0,-9390.0,-7056.0,-6308.0,-5293.0,-2768.0,-16154.0
3.07,Resultado Antes dos Tributos sobre o Lucro,1039.0,1132.0,-5720.0,-6157.0,-15237.0,-12997.0,-27944.0,-69464.0,-25899.0,-31624.0,-18066.0,-39662.0,-31853.0,-30473.0,-25303.0,-10538.0,-24635.0,-33899.0,-36517.0,-154194.0,-14655.0,-25555.0,-14866.0,-20817.0,-8069.0,-12087.0,-8129.0,-5266.0,-13764.0,-7414.0,-17505.0,-353.0,-13034.0,-5937.0,-6232.0,-67553.0,-13592.0,-7114.0,3655.0,-22949.0,-9617.0,-8488.0,13422.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-142.0,-453.0,-17.0,-136.0,-384.0,-434.0,-367.0,-23331.0,-579.0,-9451.0,-766.0,-6700.0,-235.0,-253.0,-1793.0,-24.0,-272.0,-211.0,-426.0,-43916.0,-156.0,-355.0,-211.0,-9716.0,-173.0,-91.0,-117.0,-15707.0,-43.0,-19.0,-33723.0,-70941.0,-42.0,-345.0,-85.0,-9844.0,-44.0,-42.0,0.0,-8993.0,-30.0,-26.0,-11505.0
3.09,Resultado Líquido das Operações Continuadas,1181.0,1585.0,5703.0,489.0,14853.0,12563.0,27577.0,46133.0,26478.0,22173.0,18832.0,30272.0,31618.0,30220.0,23510.0,10514.0,24363.0,33688.0,36091.0,110278.0,14499.0,25910.0,14655.0,10391.0,7896.0,11996.0,8012.0,-10441.0,13721.0,7433.0,16218.0,28318.0,12992.0,5592.0,6147.0,57709.0,13548.0,7072.0,3655.0,6646.0,9647.0,8514.0,24927.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,1181.0,1585.0,5703.0,489.0,14853.0,12563.0,27577.0,46133.0,26478.0,22173.0,18832.0,30272.0,31618.0,30220.0,23510.0,10514.0,24363.0,33688.0,36091.0,110278.0,14499.0,25910.0,14655.0,10391.0,7896.0,11996.0,8012.0,-10441.0,13721.0,7433.0,16218.0,28318.0,12992.0,5592.0,6147.0,57709.0,13548.0,7072.0,3655.0,6646.0,9647.0,8514.0,24927.0
3.11.01,Atribuído a Sócios da Empresa Controladora,1181.0,1585.0,-5703.0,-6021.0,-14853.0,-12563.0,-27577.0,-46133.0,-26478.0,-22173.0,-18832.0,-30272.0,-31618.0,-30220.0,-23510.0,-10514.0,-24363.0,-33688.0,-36091.0,-110278.0,-14499.0,-25910.0,-14655.0,-10391.0,-7896.0,-11996.0,-8012.0,10441.0,-13721.0,-7433.0,16218.0,70626.0,-12992.0,-5592.0,-6411.0,107435.0,-13548.0,-15308.0,-9694.0,7767.0,-9647.0,-7978.0,24927.0
3.11.02,Atribuído a Sócios Não Controladores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.99,Lucro por Ação (Reais/Ação),0.73813,0.99063,-3.56438,-3.76438,-9.28313,-7.85188,-17.23563,-28.82936,-16.55,-13.85813,-11.77,-18.92187,-19.76,-0.01889,-0.01469,-40.11642,-15.23,-21.05438,-0.02256,-91.45306,-9.06,-16.19375,-9.15938,-6.49687,-4.94,-7.4975,-5.0075,6.535,-8.58,-4.6456,10.13625,44.14935,-8.12,-11.615,-15.62188,-16.17312,-8.47,9.567,-24.09375,3.75675,-6.03,-4.98625,15.57938
