Dividendos_Pagos,1996T2,1997T2,1998T2,1998T4,1999T3,1999T4,2000T4,2001T4,2002T4,2004T2,2004T4,2005T4,2006T4,2008T2,2008T4,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2
Dividendos + JCP Pagos no Trimestre,13.66,15.36,12.8,15.2,10.0,6.4,16.8,14.0,14.0,11.68,13.76,13.76,13.76,11.68,13.76,11.68,35.34,11.8354,11.68,5.84,5.84
