Dividendos_Pagos,1998T2,2001T1,2001T2,2019T3,2020T1,2020T2,2021T1,2021T2,2021T3,2022T1,2022T2,2022T3,2023T1,2023T2,2024T1,2024T2,2024T3,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.0064,0.0037,0.0005,0.2785,0.1794,0.2294,0.2197,0.1653,0.1406,0.1318,0.5291,0.1377,0.254,0.9031,0.4165,0.2484,0.1649,0.2605,0.5676,0.8931
