Dividendos_Pagos,2007T2,2008T2,2009T2,2010T2,2011T2,2021T4,2022T4,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,1.8215,0.1356,0.6711,0.3916,0.1037,0.35,0.37,0.2345,0.15,0.55,2.25,0.15,0.375,0.375,0.375,0.375,1.4793,3.225
