cd_conta,ds_conta,2015T1,2015T3,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,284076.0,357225.0,251536.0,518755.0,308319.0,55610.0,295883.0,308634.0,343932.0,314633.0,291984.0,280828.0,322110.0,354041.0,299787.0,326978.0,359355.0,373865.0,238636.0,98681.0,382856.0,459054.0,311886.0,399412.0,535873.0,620005.0,477750.0,656808.0,663535.0,738843.0,571118.0,723920.0,731352.0,791289.0,597267.0,761003.0,784589.0,905719.0,701194.0,894811.0,955676.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-200008.0,-255449.0,-169937.0,-349924.0,-196442.0,-25363.0,-187576.0,-189964.0,-208277.0,-194902.0,-191575.0,-184195.0,-204291.0,-220299.0,-197755.0,-215740.0,-234531.0,-240158.0,-161513.0,-72280.0,-252089.0,-345163.0,-205754.0,-263176.0,-342663.0,-396168.0,-309609.0,-420640.0,-413258.0,-455991.0,-345759.0,-424284.0,-417826.0,-453776.0,-357381.0,-437363.0,-446664.0,-528779.0,-419293.0,-529406.0,-559844.0
3.03,Resultado Bruto,84068.0,101776.0,81599.0,168831.0,111877.0,30247.0,108307.0,118670.0,135655.0,119731.0,100409.0,96633.0,117819.0,133742.0,102032.0,111238.0,124824.0,133707.0,77123.0,26401.0,130767.0,113891.0,106132.0,136236.0,193210.0,223837.0,168141.0,236168.0,250277.0,282852.0,225359.0,299636.0,313526.0,337513.0,239886.0,323640.0,337925.0,376940.0,281901.0,365405.0,395832.0
3.04,Despesas/Receitas Operacionais,-63144.0,-64638.0,-59097.0,-126707.0,-68212.0,-19628.0,-63574.0,-48714.0,-65661.0,-63721.0,-64285.0,-66349.0,-77963.0,-80226.0,-73866.0,-80169.0,-80529.0,-95473.0,-71960.0,-100171.0,-81927.0,-57828.0,-84914.0,-51916.0,-72866.0,-124052.0,-103783.0,-122451.0,-138779.0,-128858.0,-132134.0,-154733.0,-161590.0,-185057.0,-142773.0,-173975.0,-167450.0,-213704.0,-172105.0,-101653.0,-203305.0
3.04.02,Despesas Gerais e Administrativas,-25088.0,-30228.0,-18987.0,-36768.0,-18738.0,-3778.0,-18557.0,-19183.0,-19816.0,-19597.0,-19505.0,-19007.0,-20742.0,-31928.0,-24849.0,-28073.0,-26860.0,-29848.0,-24695.0,-26071.0,-27441.0,-32354.0,-27000.0,-28207.0,-28451.0,-34477.0,-26610.0,-32088.0,-32501.0,-58969.0,-32385.0,-38949.0,-39569.0,-44349.0,-37465.0,-42745.0,-44199.0,-53374.0,-43941.0,-60151.0,-52788.0
3.04.05,Outras Despesas Operacionais,0.0,0.0,0.0,-4593.0,0.0,-4593.0,0.0,0.0,0.0,0.0,0.0,-2598.0,0.0,-2598.0,0.0,-1770.0,0.0,-1770.0,0.0,-37985.0,0.0,-37985.0,-1023.0,0.0,0.0,-1023.0,0.0,0.0,-3268.0,-3268.0,0.0,0.0,-1519.0,-1411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,184.0,703.0,782.0,1522.0,467.0,-659.0,433.0,396.0,536.0,7392.0,204.0,88.0,584.0,892.0,-1196.0,141.0,662.0,685.0,-1400.0,-973.0,240.0,86.0,-1137.0,55.0,2990.0,1164.0,0.0,1422.0,2500.0,1376.0,1612.0,1261.0,2817.0,2174.0,1380.0,1259.0,3420.0,80.0,956.0,-609.0,1868.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,20924.0,37138.0,22502.0,42124.0,43665.0,10619.0,44733.0,69956.0,69994.0,56010.0,36124.0,30284.0,39856.0,53516.0,28166.0,31069.0,44295.0,38234.0,5163.0,-73770.0,48840.0,56063.0,21218.0,84320.0,120344.0,99785.0,64358.0,113717.0,111498.0,153994.0,93225.0,144903.0,151936.0,152456.0,97113.0,149665.0,170475.0,163236.0,109796.0,263752.0,192527.0
3.06,Resultado Financeiro,-31224.0,-25380.0,-19654.0,-38822.0,-24060.0,390.0,-18010.0,-18148.0,-2407.0,-11035.0,-2155.0,3016.0,-104.0,-6946.0,-1836.0,-796.0,260.0,7504.0,4855.0,-1584.0,-3723.0,391.0,-5703.0,17650.0,11045.0,-10534.0,-9674.0,-8284.0,-6535.0,65791.0,-2148.0,3165.0,-2874.0,-2918.0,780.0,3153.0,16989.0,1720.0,2325.0,119331.0,-182.0
3.06.01,Receitas Financeiras,10407.0,26193.0,15555.0,31875.0,3180.0,1381.0,19116.0,6047.0,15481.0,7099.0,4785.0,8221.0,5280.0,2588.0,5522.0,6145.0,6636.0,15249.0,14656.0,8695.0,8783.0,14211.0,8337.0,43946.0,29989.0,5751.0,11644.0,18548.0,10819.0,84905.0,20575.0,26843.0,21785.0,17001.0,20999.0,26369.0,33952.0,26667.0,29221.0,146059.0,40794.0
3.06.02,Despesas Financeiras,-41631.0,-51573.0,-35209.0,-70697.0,-27240.0,-1771.0,-37126.0,-24195.0,-17888.0,-18134.0,-6940.0,-5205.0,-5384.0,-9534.0,-7358.0,-6941.0,-6376.0,-7745.0,-9801.0,-10279.0,-12506.0,-13820.0,-14040.0,-26296.0,-18944.0,-16285.0,-21318.0,-26832.0,-17354.0,-19114.0,-22723.0,-23678.0,-24659.0,-19919.0,-20219.0,-23216.0,-16963.0,-24947.0,-26896.0,-26728.0,-40976.0
3.07,Resultado Antes dos Tributos sobre o Lucro,-10300.0,11758.0,2848.0,3302.0,19605.0,11009.0,26723.0,51808.0,67587.0,44975.0,33969.0,33300.0,39752.0,46570.0,26330.0,30273.0,44555.0,45738.0,10018.0,-75354.0,45117.0,56454.0,15515.0,101970.0,131389.0,89251.0,54684.0,105433.0,104963.0,219785.0,91077.0,148068.0,149062.0,149538.0,97893.0,152818.0,187464.0,164956.0,112121.0,383083.0,192345.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-3219.0,-3658.0,-713.0,-965.0,-195.0,-804.0,-653.0,-286.0,-1646.0,-431.0,-547.0,-254.0,-252.0,-424.0,-147.0,-269.0,-2752.0,-648.0,-1104.0,0.0,-1706.0,-1871.0,-913.0,-10465.0,-4877.0,-8031.0,-703.0,-1675.0,-7072.0,-5485.0,-7447.0,-9117.0,-21465.0,-4833.0,-9131.0,-13105.0,-15292.0,-4264.0,-6056.0,-29806.0,-354827.0
3.09,Resultado Líquido das Operações Continuadas,13519.0,8100.0,2135.0,2337.0,19800.0,11423.0,26070.0,51522.0,65941.0,45406.0,33422.0,33046.0,39500.0,46146.0,26183.0,30004.0,41803.0,45090.0,8914.0,75354.0,43411.0,-96125.0,14602.0,91505.0,126512.0,81220.0,53981.0,103758.0,97891.0,214300.0,83630.0,138951.0,127597.0,144705.0,88762.0,139713.0,172172.0,169220.0,106065.0,353277.0,547172.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,13519.0,8100.0,2135.0,2337.0,19800.0,11423.0,26070.0,51522.0,65941.0,45406.0,33422.0,33046.0,39500.0,46146.0,26183.0,30004.0,41803.0,45090.0,8914.0,75354.0,43411.0,-96125.0,14602.0,91505.0,126512.0,81220.0,53981.0,103758.0,97891.0,214300.0,83630.0,138951.0,127597.0,144705.0,88762.0,139713.0,172172.0,169220.0,106065.0,353277.0,547172.0
3.11.01,Atribuído a Sócios da Empresa Controladora,-13525.0,8099.0,2129.0,2344.0,19796.0,11420.0,26062.0,51516.0,65934.0,45402.0,33421.0,33043.0,39505.0,46143.0,26178.0,29998.0,41807.0,45082.0,8929.0,-75307.0,43419.0,54549.0,14608.0,91500.0,126522.0,81201.0,53979.0,103743.0,97890.0,214288.0,83640.0,138951.0,127613.0,144688.0,88768.0,139719.0,172187.0,169199.0,106072.0,353285.0,547170.0
3.11.02,Atribuído a Sócios Não Controladores,6.0,1.0,6.0,-7.0,4.0,3.0,8.0,6.0,7.0,4.0,1.0,3.0,-5.0,3.0,5.0,6.0,-4.0,8.0,-15.0,-47.0,-8.0,34.0,-6.0,5.0,-10.0,19.0,2.0,15.0,1.0,12.0,-10.0,0.0,-16.0,17.0,-6.0,-6.0,-15.0,21.0,-7.0,-8.0,2.0
3.99,Lucro por Ação (Reais/Ação),-0.02,0.0109,0.01,0.01262,0.10688,0.06321,0.1407,0.28,0.35596,0.18551,0.13599,0.13445,0.16075,0.18776,0.10652,0.12206,0.17012,0.18344,0.03633,-0.30643,0.17667,0.22197,0.05944,0.37232,0.51483,0.33041,0.21964,0.42214,0.39806642,1.27063,0.34087,0.56641,0.5203,0.59043,0.33953,0.52222,0.63981,0.61064,0.39151,1.30219,2.01592
