Preço_Fechamento,2015T1,2015T3,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,1.02,0.88,0.75,0.84,1.27,1.39,2.48,3.12,5.23,5.27,5.66,3.59,2.92,4.11,3.91,3.87,4.58,5.32,2.36,3.03,3.62,4.62,4.21,5.63,6.14,5.48,5.99,6.13,8.84,7.68,7.44,10.82,12.47,13.03,12.64,10.89,12.65,11.93,12.4,16.86,16.81,19.7
