Dividendos_Pagos,2007T1,2008T2,2009T2,2010T2,2011T2,2013T4,2014T2,2016T2
Dividendos + JCP Pagos no Trimestre,0.1,0.2084,0.2009,0.1211,0.2291,0.3111,0.0817,0.0481
