cd_conta,conta,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,752607.000,941907.000,925244.000,1030248.000,1010636.000,1016034.000,968794.000,966869.000,974760.000,986138.000,916693.000,923991.000,942362.000,960828.000,935269.000,926713.000,879438.000,955762.000,922242.000,853156.000
2.01,Passivo Circulante,9501.000,156162.000,102138.000,115228.000,84859.000,88940.000,57291.000,34951.000,101244.000,66694.000,55867.000,54757.000,65341.000,79473.000,77232.000,61486.000,81666.000,75486.000,56064.000,60168.000
2.01.01,Obrigações Sociais e Trabalhistas,0.000,0.000,139.000,0.000,511.000,0.000,1062.000,740.000,1064.000,1272.000,0.000,1602.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.01.02,Fornecedores,0.000,0.000,43.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.01.03,Obrigações Fiscais,374.000,0.000,2553.000,5407.000,8827.000,10699.000,4354.000,9424.000,7676.000,6390.000,9345.000,5222.000,3230.000,4367.000,8686.000,3154.000,1449.000,3345.000,10509.000,3620.000
2.01.04,Empréstimos e Financiamentos,0.000,128380.000,74827.000,79582.000,59087.000,59406.000,21178.000,18234.000,29737.000,42707.000,23104.000,41549.000,45663.000,57760.000,46967.000,49811.000,56887.000,58522.000,22294.000,43993.000
2.01.05,Outras Obrigações,9127.000,27782.000,24576.000,30239.000,16434.000,18835.000,30697.000,6553.000,38394.000,16325.000,23418.000,6384.000,16448.000,17346.000,21579.000,8521.000,23330.000,13619.000,23261.000,12555.000
2.01.06,Provisões,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24373.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.02,Passivo Não Circulante,94436.000,106027.000,148513.000,234133.000,229713.000,230715.000,226903.000,228609.000,87582.000,177740.000,159636.000,160062.000,162600.000,160512.000,137888.000,137710.000,147351.000,150662.000,134111.000,140628.000
