cd_conta_padrao,ds_conta_padrao,2021-T1,2021-T2,2021-T3,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
6.01,Fluxo de Caixa das Atividades Operacionais,5237.0,37079.0,63472.0,8398.0,-6395.0,79089.0,-8885.0,-18235.0,-9827.0,86034.0,-18501.0,-3991.0,-5240.0,51752.0,-13684.0,-5363.0,-6652.0,66929.0,-14474.0
6.01.DA,Depreciação e Amortização,417.0,1776.0,2359.0,890.0,1479.0,1474.0,1482.0,1361.0,985.0,989.0,1000.0,957.0,869.0,867.0,840.0,824.0,749.0,749.0,743.0
6.02,Fluxo de Caixa das Atividades de Investimento,-36481.0,-3002.0,-25696.0,-8394.0,-176.0,-119.0,-34.0,-214.0,-46.0,0.0,-506.0,-19.0,-154.0,-19.0,2560.0,0.0,3058.0,658.0,-1358.0
6.03,Fluxo de Caixa das Atividades de Financiamento,-1138.0,-12911.0,-6800.0,-30747.0,-8792.0,-61092.0,-4463.0,8152.0,11354.0,-85961.0,20000.0,1496.0,7500.0,-34243.0,-368.0,4007.0,0.0,-56220.0,20931.0
6.04,Variação Cambial s/ Caixa e Equivalentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.05,Aumento (Redução) de Caixa e Equivalentes,-32382.0,21166.0,30976.0,-30743.0,-15363.0,17878.0,-13382.0,-10297.0,1481.0,73.0,993.0,-2514.0,2106.0,17490.0,-11492.0,-1356.0,-3594.0,11367.0,5099.0
6.05.01,Saldo Inicial de Caixa e Equivalentes,34198.0,1816.0,22982.0,53958.0,23215.0,7852.0,25730.0,12348.0,2051.0,3532.0,3605.0,4598.0,2084.0,4190.0,21680.0,10188.0,8832.0,5238.0,16605.0
6.05.02,Saldo Final de Caixa e Equivalentes,1816.0,22982.0,53958.0,23215.0,7852.0,25730.0,12348.0,2051.0,3532.0,3605.0,4598.0,2084.0,4190.0,21680.0,10188.0,8832.0,5238.0,16605.0,21704.0
