cd_conta,conta,2020T1,2020T2,2020T3,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,7068.000,50195.000,60123.000,5237.000,37079.000,63472.000,8398.000,-6395.000,79089.000,-8885.000,-18235.000,-9827.000,86034.000,-18501.000,-3991.000,-5240.000,51752.000,-13684.000,-5363.000,-6652.000,60277.000,45803.000
6.01.DA,Depreciação e Amortização,,,,,,,5442.000,,,,5796.000,,,,3931.000,,,,3400.000,,,
6.02,Caixa Líquido Atividades de Investimento,-7436.000,-49346.000,0.000,-36481.000,-3002.000,-25696.000,-8394.000,-176.000,-119.000,-34.000,-214.000,-46.000,0.000,-506.000,-19.000,-154.000,-19.000,2560.000,0.000,3058.000,3716.000,2358.000
6.03,Caixa Líquido Atividades de Financiamento,-32.000,-1216.000,-60409.000,-1138.000,-12911.000,-6800.000,-30747.000,-8792.000,-61092.000,-4463.000,8152.000,11354.000,-85961.000,20000.000,1496.000,7500.000,-34243.000,-368.000,4007.000,0.000,-56220.000,-35289.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.05,Aumento (Redução) de Caixa e Equivalentes,-400.000,-367.000,-286.000,-32382.000,21166.000,30976.000,-30743.000,-15363.000,17878.000,-13382.000,-10297.000,1481.000,73.000,993.000,-2514.000,2106.000,17490.000,-11492.000,-1356.000,-3594.000,7773.000,12872.000
