Preço_Fechamento,2015T2,2015T3,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,73.39,23.24,26.98,31.44,61.88,49.26,44.06,41.83,38.37,28.61,17.82,15.68,11.16,18.52,15.32,8.93,8.93,11.72,8.79,15.99,13.46,69.28,53.29,43.23,31.98,37.9,22.52,9.79,8.76,13.6,33.6,14.96,7.68,9.6,7.0,2.83,5.11,6.4,3.2,2.38,1.56,9.58
