especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,22970196,35127951,78179225,78179225,78179225,1042390,12770758,1702767,1702767,3171489,3171489,3171489,12704765,0,0,ON
PN,40940531,69701495,155124585,155124585,155124585,2068317,25338727,3378496,3378496,50414424,50414424,50414424,25207212,0,0,PN
TOTAL,63910727,104829446,233303810,233303810,233303810,3110707,38109485,5081263,5081263,53585913,53585913,53585913,37911977,0,0,TOTAL
