Ticker,Preço_Fechamento,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
LAVV3,Preço de Fechamento Ajustado,,,,,,,4.68,5.37,4.54,4.91,3.79,3.34,3.32,3.16,4.34,3.44,3.81,5.31,5.73,6.99,7.63,6.96,6.52,6.41,8.29,11.28,13.67,16.25
