cd_conta,conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,-5880.000,-3288.000,-21589.000,1308.000,-24011.000,3624.000,-6558.000,18757.000,-67488.000,-8160.000,-122899.000,40408.000,75443.000,96393.000,25597.000,-117419.000,33859.000,55045.000,-139570.000,-200725.000,-67637.000,29652.000,-725.000,45522.000,-105574.000,-80736.000,-86817.000
6.02,Caixa Líquido Atividades de Investimento,6773.000,-2.000,318.000,-1910.000,11252.000,-1083.000,-3870.000,-180653.000,-3997.000,11507.000,-641546.000,184087.000,-54991.000,14369.000,37463.000,79678.000,5769.000,-15770.000,29367.000,172643.000,-140455.000,-72384.000,49930.000,-99670.000,143470.000,51199.000,30767.000
6.03,Caixa Líquido Atividades de Financiamento,4609.000,13729.000,31620.000,20277.000,-4536.000,-13618.000,984935.000,49456.000,-16622.000,-22521.000,-25300.000,-222561.000,-22815.000,-98188.000,-61975.000,54510.000,-40098.000,-38487.000,93722.000,49822.000,199549.000,41340.000,-48690.000,124243.000,-24704.000,56107.000,68661.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.05,Aumento (Redução) de Caixa e Equivalentes,5502.000,10439.000,10349.000,19675.000,-17295.000,-11077.000,974507.000,-112440.000,-88107.000,-19174.000,-789745.000,1934.000,-2363.000,12574.000,1085.000,16769.000,-470.000,788.000,-16481.000,21740.000,-8543.000,-1392.000,515.000,70095.000,13192.000,26570.000,12611.000
