Dividendos_Pagos,2021T2,2021T4,2022T2,2022T3,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.1035,0.5764,0.2965,0.307,0.1791,0.0311,0.084,0.366,0.1071,0.0851,0.0803,0.4124,0.4093,0.1056,0.1443,1.4055
