Dividendos_Pagos,1998T3,1999T1,1999T3,2000T1,2000T2,2000T3,2000T4,2001T1,2001T2,2001T3,2001T4,2002T1,2002T2,2002T3,2002T4,2003T2,2003T4,2004T1,2004T2,2004T3,2004T4,2005T1,2005T2,2005T3,2005T4,2006T2,2006T3,2006T4,2007T1,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2009T4,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.88,1.401,0.153,0.4408,0.0811,0.4264,0.1226,0.5175,0.1328,0.5463,0.1816,0.4814,0.165,0.1835,0.1874,0.2118,0.326,0.2777,0.4394,0.4392,0.45,0.2917,0.3034,0.3103,0.3084,0.1549,0.1731,0.1149,0.0587,0.0676,0.2022,0.1118,0.2605,0.0903,0.1284,0.24,0.124,0.03,0.2,0.06,0.1,0.09,0.09,0.07,0.05,0.04,0.0813,0.04,0.09,0.05,0.1168,0.05,0.12,0.04,0.0619,0.04,0.04,0.04,0.04,0.02,0.04,0.1419,0.04,0.09,0.02,0.092,0.01,0.01,0.0701,0.7156
