Dividendos_Pagos,1996T2,1998T2,1999T2,2001T2,2001T3,2002T4,2003T2,2004T2,2004T4,2005T2,2005T4,2006T2,2006T4,2007T2,2007T4,2008T2,2008T4,2009T2,2009T4,2010T2,2010T4,2011T2,2011T4,2012T1,2012T2,2013T2,2013T4,2014T2,2014T4,2015T2,2017T3,2018T2,2018T3,2019T2,2019T3,2019T4,2020T3,2020T4,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T3,2023T4,2024T3,2024T4,2025T2
Dividendos + JCP Pagos no Trimestre,0.0132,0.059,0.0187,0.0258,0.0357,0.0829,0.0521,0.3545,0.128,0.4523,0.1687,0.3589,0.1933,0.355,0.3009,0.4174,0.2433,0.6284,0.2,0.3654,0.2211,0.4725,0.2639,0.3154,0.1245,0.2633,0.2117,0.3716,0.166,0.0805,0.0876,0.092,0.112,0.176,0.2037,0.3382,0.1832,0.3007,0.7311,0.2663,0.3081,0.714,0.4274,0.5786,0.4448,0.7187,0.3085,0.4188,0.0935
