especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,177098264,531294792,531294792,531294792,531294792,531294792,531294792,531294792,531294792,531294792,531294792,568465803,552495663,552495663,545825286,ON
TOTAL,177098264,531294792,531294792,531294792,531294792,531294792,531294792,531294792,531294792,531294792,531294792,568465803,552495663,552495663,545825286,TOTAL
