Dividendos_Pagos,2007T2,2007T3,2007T4,2008T3,2008T4,2009T2,2009T3,2009T4,2010T1,2010T2,2010T4,2011T2,2011T3,2011T4,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.32,0.4046,0.2345,0.32,0.234,0.5734,0.4,2.8951,4.5764,5.6014,0.5023,0.0857,0.3994,0.096,0.4884,0.079,0.0643,0.0157,0.188,0.0588,0.0945,0.0161,0.2196,0.0884,0.0854,0.0149,0.2357,0.0937,0.0843,0.0225,0.1966,0.0663,0.0674,0.0907,0.1015,0.2104,0.1233,0.0285,0.0327,0.0802,0.1392,0.0332,0.1775,0.0805,0.0692,0.0261,0.1379,0.1819,0.1603,0.0245,0.3978,0.0259,0.0237,0.0319,0.2179,0.0317,0.0321,0.0384,0.2554,0.0372,0.0354,0.992,0.1561,0.2985,0.0454,0.4128,0.2605,0.2435
