cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,25966.0,29260.0,26232.0,30586.0,24213.0,27670.0,33531.0,27691.0,25962.0,26900.0,29038.0,27853.0,24562.0,27414.0,31441.0,36385.0,33105.0,41362.0,39496.0,35347.0,31112.0,48591.0,35569.0,47701.0,33357.0,29803.0,32327.0,38333.0,34299.0,33893.0,41211.0,55141.0,38729.0,47538.0,41678.0,42005.0,36320.0,46025.0,54163.0,57878.0,49257.0,57070.0,55032.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-10063.0,-12107.0,-10148.0,-11769.0,-9486.0,-10943.0,-15103.0,-7527.0,-10930.0,-11858.0,-11067.0,-12429.0,-9750.0,-11171.0,-13622.0,-17856.0,-14834.0,-20308.0,-19226.0,-17656.0,-15981.0,-24506.0,-17556.0,-23392.0,-14154.0,-12902.0,-14220.0,-17384.0,-14451.0,-14341.0,-17254.0,-22572.0,-15250.0,-20918.0,-14418.0,-16488.0,-13246.0,-19063.0,-20123.0,-22146.0,-18029.0,-22481.0,-21582.0
3.03,Resultado Bruto,15903.0,17153.0,16084.0,18817.0,14727.0,16727.0,18428.0,20164.0,15032.0,15042.0,17971.0,15424.0,14812.0,16243.0,17819.0,18529.0,18271.0,21054.0,20270.0,17691.0,15131.0,24085.0,18013.0,24309.0,19203.0,16901.0,18107.0,20949.0,19848.0,19552.0,23957.0,32569.0,23479.0,26620.0,27260.0,25517.0,23074.0,26962.0,34040.0,35732.0,31228.0,34589.0,33450.0
3.04,Despesas/Receitas Operacionais,-11197.0,-12178.0,-11731.0,-17440.0,-13446.0,-13863.0,-12878.0,-21066.0,-14058.0,-12728.0,-15522.0,-18544.0,-13579.0,-13996.0,-15006.0,-19657.0,-15557.0,-17418.0,-17547.0,-18581.0,-14216.0,-13957.0,-17556.0,-18539.0,-15848.0,-14406.0,-17186.0,-15848.0,-15245.0,-11652.0,-18618.0,-32236.0,-18660.0,-19180.0,-20268.0,-23180.0,-18810.0,-22148.0,-24556.0,-18309.0,-21235.0,-25941.0,-23949.0
3.04.02,Despesas Gerais e Administrativas,-5375.0,-5903.0,-5577.0,-8387.0,-6392.0,-6750.0,-5850.0,-10837.0,-6840.0,-6205.0,-7594.0,-8666.0,-6207.0,-6797.0,-6997.0,-8008.0,-6233.0,-7395.0,-8402.0,-7405.0,-6835.0,-6481.0,-8170.0,-8586.0,-7635.0,-8074.0,-8063.0,-14655.0,-7750.0,-9001.0,-9025.0,-10141.0,-8800.0,-9216.0,-9265.0,-10673.0,-8510.0,-9318.0,-9224.0,-15975.0,-9444.0,-9733.0,-10591.0
3.04.05,Outras Despesas Operacionais,-14.0,-62.0,-113.0,-2818.0,-33.0,-49.0,-201.0,-1318.0,-106.0,-73.0,-19.0,-1242.0,-36.0,-95.0,-83.0,-1848.0,-54.0,-368.0,-108.0,-2366.0,-282.0,-49.0,-115.0,-1865.0,-129.0,-126.0,-107.0,-10052.0,-256.0,-277.0,-107.0,-6532.0,-56.0,-75.0,-493.0,-3903.0,-86.0,-3989.0,-447.0,-2525.0,-61.0,-537.0,-654.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,16.0,-5.0,-3.0,1098.0,-13.0,-429.0,388.0,-417.0,365.0,297.0,276.0,-1643.0,-64.0,-88.0,-29.0,-51.0,-529.0,-40.0,20.0,-439.0,138.0,6.0,-241.0,308.0,-324.0,8.0,-201.0,154.0,583.0,-199.0,-509.0,418.0,-95.0,62.0,167.0,-377.0,67.0,-326.0,-2044.0,1478.0,225.0,-2278.0,142.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,4706.0,4975.0,4353.0,1377.0,1281.0,2864.0,5550.0,-902.0,974.0,2314.0,2449.0,-3120.0,1233.0,2247.0,2813.0,-1128.0,2714.0,3636.0,2723.0,-890.0,915.0,10128.0,457.0,5770.0,3355.0,2495.0,921.0,5101.0,4603.0,7900.0,5339.0,333.0,4819.0,7440.0,6992.0,2337.0,4264.0,4814.0,9484.0,17423.0,9993.0,8648.0,9501.0
3.06,Resultado Financeiro,1599.0,385.0,1932.0,1919.0,-1744.0,-1641.0,422.0,-402.0,-249.0,611.0,-1269.0,741.0,-96.0,2173.0,65.0,-1376.0,484.0,-307.0,552.0,516.0,1882.0,1267.0,1935.0,-1128.0,3193.0,-4792.0,1276.0,1880.0,-7466.0,-1665.0,226.0,407.0,569.0,-1205.0,-180.0,-6158.0,872.0,6192.0,1198.0,-4779.0,-3407.0,569.0,-9021.0
3.06.01,Receitas Financeiras,1729.0,1486.0,2759.0,5723.0,1382.0,1398.0,815.0,1571.0,861.0,1135.0,504.0,1378.0,1365.0,3231.0,2055.0,1371.0,1911.0,837.0,2328.0,2864.0,6043.0,3131.0,4988.0,3659.0,4532.0,2384.0,4723.0,4881.0,2315.0,7374.0,4454.0,3306.0,3762.0,2585.0,3217.0,4455.0,3323.0,7775.0,3390.0,7510.0,2154.0,4564.0,4595.0
3.06.02,Despesas Financeiras,-130.0,-1101.0,-827.0,-3804.0,-3126.0,-3039.0,-393.0,-1973.0,-1110.0,-524.0,-1773.0,-637.0,-1461.0,-1058.0,-1990.0,-2747.0,-1427.0,-1144.0,-1776.0,-2348.0,-4161.0,-1864.0,-3053.0,-4787.0,-1339.0,-7176.0,-3447.0,-3001.0,-9781.0,-9039.0,-4228.0,-2899.0,-3193.0,-3790.0,-3397.0,-10613.0,-2451.0,-1583.0,-2192.0,-12289.0,-5561.0,-3995.0,-13616.0
3.07,Resultado Antes dos Tributos sobre o Lucro,6305.0,5360.0,6285.0,3296.0,-463.0,1223.0,5972.0,-1304.0,725.0,2925.0,1180.0,-2379.0,1137.0,4420.0,2878.0,-2504.0,3198.0,3329.0,3275.0,-374.0,2797.0,11395.0,2392.0,4642.0,6548.0,-2297.0,2197.0,6981.0,-2863.0,6235.0,5565.0,740.0,5388.0,6235.0,6812.0,-3821.0,5136.0,11006.0,10682.0,12644.0,6586.0,9217.0,480.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-1854.0,-1697.0,-1940.0,-759.0,-220.0,-226.0,-1408.0,-771.0,-576.0,-929.0,-808.0,-324.0,-801.0,-1466.0,-770.0,-141.0,-1594.0,-1527.0,-2092.0,-21.0,-485.0,-1088.0,-2065.0,-1157.0,-235.0,-1528.0,-1992.0,-458.0,-383.0,-479.0,-2659.0,-447.0,-1400.0,-2420.0,-3062.0,-1209.0,-2547.0,-2717.0,-4427.0,-516.0,-1815.0,-2952.0,-939.0
3.09,Resultado Líquido das Operações Continuadas,4451.0,3663.0,4345.0,2537.0,683.0,997.0,4564.0,-3441.0,149.0,1996.0,372.0,-2055.0,336.0,2954.0,2108.0,-2645.0,1604.0,1802.0,1183.0,-395.0,2312.0,10307.0,327.0,3485.0,6313.0,3825.0,205.0,-211.0,3246.0,5756.0,2906.0,-6199.0,3988.0,3815.0,3750.0,-2612.0,2589.0,8289.0,6255.0,12128.0,4771.0,6265.0,1419.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,4451.0,3663.0,4345.0,2537.0,683.0,997.0,4564.0,-3441.0,149.0,1996.0,372.0,-2055.0,336.0,2954.0,2108.0,-2645.0,1604.0,1802.0,1183.0,-395.0,2312.0,10307.0,327.0,3485.0,6313.0,3825.0,205.0,-211.0,3246.0,5756.0,2906.0,-6199.0,3988.0,3815.0,3750.0,-2612.0,2589.0,8289.0,6255.0,12128.0,4771.0,6265.0,1419.0
3.11.01,Atribuído a Sócios da Empresa Controladora,4195.0,3382.0,3988.0,2546.0,-625.0,754.0,4080.0,-1193.0,425.0,1849.0,792.0,-2391.0,977.0,3002.0,2119.0,-3345.0,1579.0,2336.0,1877.0,460.0,2287.0,11511.0,1506.0,1728.0,7151.0,-3428.0,2095.0,10151.0,4285.0,7836.0,3479.0,-9865.0,3006.0,4180.0,-968.0,2972.0,4047.0,7689.0,5122.0,14748.0,3461.0,5101.0,1427.0
3.11.02,Atribuído a Sócios Não Controladores,256.0,281.0,357.0,-9.0,-58.0,243.0,484.0,-882.0,-276.0,147.0,-420.0,336.0,-641.0,-48.0,-11.0,700.0,25.0,-534.0,-694.0,-855.0,25.0,-1204.0,-1179.0,1757.0,-838.0,-397.0,-1890.0,-2713.0,1039.0,2080.0,-573.0,-2572.0,982.0,-365.0,4718.0,-5584.0,-1458.0,600.0,1133.0,-2620.0,1310.0,1164.0,-8.0
3.99,Lucro por Ação (Reais/Ação),0.454184,0.3737,0.443367,0.258749,-0.139384,0.10173469,0.465714,-0.04033,0.015204,0.2036,0.037959,-0.20962,0.034286,0.3014,0.215102,-0.269888,0.1636,0.183878,0.120714,-0.040242,0.2359,1.05173,0.033367,0.355603,0.644184,-0.3903,0.02092,0.759076,-0.33122,0.5873,0.29653,0.02989,0.40694,0.38929,0.38265,-0.26653,0.26418,0.84581,0.63827,1.23762,0.48688,0.63932,0.14481
