Dividendos_Pagos,1997T2,1999T2,2000T2,2001T2,2002T2,2003T2,2004T1,2004T2,2005T2,2006T2,2007T2,2008T2,2009T2,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2015T4,2016T2,2017T2,2018T2,2019T2,2020T3,2021T2,2022T2,2023T1,2023T2,2023T4,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,1.108,1.908,0.895,1.2832,1.38,2.9,0.9,1.44,2.3,4.6,6.68,3.28,1.86,1.84,2.48,1.84,2.7,7.62,0.7,0.24,0.54,0.3,0.24,0.28,0.52,0.75,0.5028,0.2118,0.22,1.5529,1.4353,1.28,7.9988
