Dividendos_Pagos,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2024T1,2024T2,2024T3,2025T1,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.1254,0.1227,0.2056,0.1391,0.3285,0.1765,0.183,0.2394,0.1252,0.1547,0.0844,0.2533,0.0957,0.6754
