cd_conta,conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,1860145.0,1919895.0,2055346.0,2442150.0,3056691.0,2947017.0,3148290.0,3555796.0,3351748.0,3998022.0,4369061.0,4987382.0,4858367.0,4755359.0,4720396.0,4888285.0,5119368.0,5526474.0,5946610.0,5569521.0,5116506.0,5211775.0,5591369.0
2.01,Passivo Circulante,844252.0,793903.0,879902.0,1081371.0,964422.0,782956.0,958094.0,1268018.0,1014870.0,1297094.0,1519735.0,1746489.0,1556508.0,1360173.0,1281948.0,1366286.0,1531905.0,1886786.0,2198520.0,1796371.0,1312603.0,1336156.0,1620955.0
2.01.01,Obrigações Sociais e Trabalhistas,41248.0,57745.0,70514.0,102789.0,75242.0,108767.0,101926.0,102629.0,88652.0,119148.0,113122.0,118495.0,102432.0,130308.0,119509.0,112448.0,107384.0,141301.0,134424.0,121788.0,100497.0,128043.0,134362.0
2.01.02,Fornecedores,571457.0,419647.0,561243.0,682672.0,649140.0,402460.0,609637.0,870441.0,658934.0,669512.0,867907.0,1002723.0,988064.0,823421.0,808733.0,877124.0,1075572.0,1362501.0,1648672.0,1219606.0,768867.0,656016.0,910284.0
2.01.03,Obrigações Fiscais,-52.0,20171.0,24851.0,4929.0,3916.0,24135.0,2666.0,3412.0,12083.0,25516.0,25117.0,18766.0,27335.0,19205.0,13494.0,28822.0,26385.0,30024.0,34536.0,43915.0,21414.0,51721.0,48949.0
2.01.04,Empréstimos e Financiamentos,172494.0,242001.0,162099.0,151575.0,152881.0,147440.0,143358.0,141331.0,129823.0,234122.0,281580.0,246363.0,187014.0,165602.0,135935.0,125652.0,139875.0,168488.0,189281.0,218100.0,240234.0,299439.0,343600.0
2.01.05,Outras Obrigações,45715.0,40741.0,47171.0,124326.0,67190.0,83512.0,83124.0,132138.0,106515.0,163881.0,146598.0,327744.0,224977.0,194699.0,175580.0,193517.0,146863.0,145461.0,147031.0,146153.0,152666.0,171395.0,154988.0
2.01.06,Provisões,13390.0,13598.0,14024.0,15080.0,16053.0,16642.0,17383.0,18067.0,18863.0,84915.0,85411.0,32398.0,26686.0,26938.0,28697.0,28723.0,35826.0,39011.0,44576.0,46809.0,28925.0,29542.0,28772.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,320170.0,379158.0,346209.0,384549.0,361908.0,336628.0,336201.0,368639.0,343230.0,630657.0,697539.0,992611.0,989828.0,965228.0,951763.0,898477.0,908795.0,840138.0,880522.0,806614.0,838897.0,775770.0,792752.0
2.02.01,Empréstimos e Financiamentos,290884.0,349514.0,315942.0,349952.0,320328.0,278613.0,262341.0,312656.0,286342.0,308206.0,381630.0,851111.0,831843.0,814831.0,800225.0,801675.0,814959.0,746259.0,788447.0,723630.0,738303.0,685909.0,704317.0
2.02.02,Outras Obrigações,22238.0,22193.0,20826.0,21041.0,26515.0,42741.0,57970.0,40134.0,39774.0,297710.0,292361.0,81349.0,98973.0,99575.0,98524.0,44052.0,43573.0,43664.0,43868.0,41005.0,41976.0,30909.0,28282.0
2.02.03,Tributos Diferidos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.04,Provisões,7048.0,7451.0,9441.0,13556.0,15065.0,15274.0,15890.0,15849.0,17114.0,24741.0,23548.0,60151.0,59012.0,50822.0,53014.0,52750.0,50263.0,50215.0,48207.0,41979.0,58618.0,58952.0,60153.0
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.06,Lucros e Receitas a Apropriar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03,Patrimônio Líquido Consolidado,695723.0,746834.0,829235.0,976230.0,1730361.0,1827433.0,1853995.0,1919139.0,1993648.0,2070271.0,2151787.0,2248282.0,2312031.0,2429958.0,2486685.0,2623522.0,2678668.0,2799550.0,2867568.0,2966536.0,2965006.0,3099849.0,3177662.0
2.03.01,Capital Social Realizado,350000.0,350000.0,350000.0,350000.0,1074500.0,1074500.0,1074500.0,1074500.0,1074500.0,1074500.0,1074500.0,1074500.0,1074500.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,2000000.0,2000000.0
2.03.02,Reservas de Capital,0.0,0.0,0.0,0.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-26701.0,-29346.0,-30285.0
2.03.03,Reservas de Reavaliação,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.04,Reservas de Lucros,344397.0,344397.0,343325.0,600536.0,576835.0,576835.0,522922.0,852924.0,829167.0,829167.0,829455.0,1183981.0,1115676.0,490176.0,490176.0,927806.0,828891.0,828891.0,828891.0,1266845.0,1205500.0,907157.0,907157.0
2.03.05,Lucros/Prejuízos Acumulados,-24267.0,26805.0,110167.0,0.0,79937.0,165090.0,264226.0,0.0,99243.0,176480.0,258128.0,0.0,131847.0,249495.0,305816.0,0.0,154034.0,272096.0,341466.0,0.0,61462.0,198031.0,276820.0
2.03.06,Ajustes de Avaliação Patrimonial,25818.0,25750.0,25681.0,25612.0,25544.0,25476.0,-489.0,-558.0,-626.0,-694.0,-763.0,-833.0,-876.0,-906.0,-938.0,-969.0,-1032.0,-1063.0,-1094.0,-1125.0,-1149.0,-1171.0,-1195.0
2.03.07,Ajustes Acumulados de Conversão,-225.0,-118.0,62.0,82.0,246.0,57.0,178.0,261.0,123.0,177.0,171.0,90.0,89.0,-5.0,9.0,688.0,1221.0,1951.0,1586.0,2890.0,2139.0,1781.0,1883.0
2.03.08,Outros Resultados Abrangentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.09,Participação dos Acionistas Não Controladores,0.0,0.0,0.0,0.0,0.0,12176.0,19359.0,18713.0,17942.0,17342.0,16997.0,17245.0,17496.0,17899.0,18323.0,22698.0,22255.0,24376.0,23420.0,24627.0,23755.0,23397.0,23282.0
