Dividendos_Pagos,2021T3,2022T1,2022T2,2022T3,2022T4,2023T1,2023T3,2023T4,2024T1,2024T3,2025T1,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.1646,0.1776,0.0607,0.1266,0.1974,0.2085,0.1656,0.1603,0.3019,0.1859,0.2746,0.2117,0.9166
