Preço_Fechamento,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,,17.07,24.02,26.23,23.54,28.56,20.96,25.18,26.13,19.77,22.39,18.03,19.3,18.68,20.55,18.04,11.47,11.74,14.63,10.97,11.83
