cd_conta,conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,1860145.0,1919895.0,2055346.0,2442150.0,3056691.0,2947017.0,3148290.0,3555796.0,3351748.0,3998022.0,4369061.0,4987382.0,4858367.0,4755359.0,4720396.0,4888285.0,5119368.0,5526474.0,5946610.0,5569521.0,5116506.0,5211775.0,5591369.0
1.01,Ativo Circulante,1434984.0,1487032.0,1640206.0,2043202.0,2621692.0,2409736.0,2563608.0,2955288.0,2702002.0,2780342.0,3129386.0,3821998.0,3651087.0,3523684.0,3431024.0,3613750.0,3817690.0,4169424.0,4512666.0,4076783.0,3629745.0,3734054.0,4110059.0
1.01.01,Caixa e Equivalentes de Caixa,490257.0,618233.0,619002.0,752981.0,1129453.0,927421.0,947744.0,940858.0,662934.0,654195.0,903052.0,1556826.0,1366389.0,1314942.0,1198471.0,1303169.0,1364756.0,1249597.0,1133638.0,887969.0,647928.0,825649.0,1239723.0
1.01.02,Aplicações Financeiras,1152.0,1156.0,1160.0,1163.0,1168.0,4279.0,4331.0,4411.0,1244.0,1300.0,4969.0,4461.0,3715.0,3201.0,3445.0,2916.0,2937.0,3049.0,279.0,140.0,44.0,11986.0,15410.0
1.01.03,Contas a Receber,373092.0,334976.0,458286.0,531690.0,510802.0,580769.0,579329.0,634869.0,635799.0,663576.0,732325.0,809169.0,805288.0,820746.0,816667.0,950998.0,927935.0,1080833.0,1188045.0,1213341.0,1088977.0,1229360.0,1169876.0
1.01.04,Estoques,517773.0,463897.0,496774.0,595381.0,824311.0,782752.0,958112.0,1295438.0,1315137.0,1337067.0,1367644.0,1333271.0,1336961.0,1260487.0,1264428.0,1167552.0,1331658.0,1611640.0,2016089.0,1772722.0,1743468.0,1466653.0,1515470.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,32082.0,54112.0,39232.0,154904.0,128214.0,105172.0,51934.0,60243.0,63187.0,83520.0,84888.0,92153.0,107944.0,99048.0,104954.0,154276.0,158612.0,157534.0,122588.0,133012.0,116474.0,163999.0,140245.0
1.01.07,Despesas Antecipadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,20628.0,14658.0,25752.0,7083.0,27744.0,9343.0,22158.0,19469.0,23701.0,40684.0,36508.0,26118.0,30790.0,25260.0,43059.0,34839.0,31792.0,66771.0,52027.0,69599.0,32854.0,36407.0,29335.0
1.02,Ativo Não Circulante,425161.0,432863.0,415140.0,398948.0,434999.0,537281.0,584682.0,600508.0,649746.0,1217680.0,1239675.0,1165384.0,1207280.0,1231675.0,1289372.0,1274535.0,1301678.0,1357050.0,1433944.0,1492738.0,1486761.0,1477721.0,1481310.0
1.02.01,Ativo Realizável a Longo Prazo,86744.0,91532.0,80202.0,50742.0,67695.0,71491.0,65043.0,42858.0,55268.0,150648.0,148839.0,123005.0,136731.0,139289.0,163545.0,113244.0,115545.0,131883.0,177656.0,198553.0,199905.0,187579.0,189651.0
1.02.02,Investimentos,2236.0,2230.0,2269.0,3230.0,3295.0,3248.0,3230.0,3810.0,2900.0,2959.0,3024.0,5169.0,5176.0,5127.0,4639.0,3739.0,4518.0,4545.0,5307.0,5849.0,6287.0,6772.0,6727.0
1.02.03,Imobilizado,248785.0,252541.0,246712.0,257453.0,274616.0,318954.0,357474.0,380928.0,410375.0,468975.0,490080.0,522259.0,550659.0,573079.0,604581.0,617996.0,632247.0,664659.0,681858.0,703527.0,699159.0,706361.0,707686.0
1.02.04,Intangível,87396.0,86560.0,85957.0,87523.0,89393.0,143588.0,158935.0,172912.0,181203.0,595098.0,597732.0,514951.0,514714.0,514180.0,516607.0,539556.0,549368.0,555963.0,569123.0,584809.0,581410.0,577009.0,577246.0
