Dividendos_Pagos,2021T2,2021T3,2021T4,2022T2,2022T4,2023T2,2023T4,2024T2,2024T4,2025T1,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.0516,0.3305,0.0863,0.4594,0.4617,0.4487,0.3282,0.1869,0.5519,0.039,0.2393,0.1663
