cd_conta,conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,16165918.0,17271904.0,19377323.0,19622406.0,21804619.0,27325969.0,28360581.0,26991134.0,24048078.0,24140611.0,26507955.0,25053595.0,28099792.0,26309254.0,29625114.0,29690605.0,29725965.0,30855507.0,34460050.0,36390919.0,35321018.0,35991112.0,36313111.0
2.01,Passivo Circulante,2171005.0,3020592.0,4468250.0,4598123.0,4400126.0,6372934.0,7369762.0,6532581.0,3570378.0,3806027.0,4204095.0,4642823.0,4256067.0,3833023.0,4551259.0,6069785.0,4659971.0,5165903.0,9323972.0,7545988.0,7444352.0,9523221.0,8283088.0
2.01.01,Obrigações Sociais e Trabalhistas,68731.0,95085.0,95890.0,65950.0,69211.0,84912.0,98304.0,75320.0,79117.0,95616.0,103167.0,82196.0,83200.0,100981.0,114704.0,92972.0,95141.0,117327.0,130435.0,102121.0,107646.0,129502.0,135688.0
2.01.02,Fornecedores,791790.0,973818.0,1341843.0,1393323.0,1619709.0,1958788.0,1497437.0,1150427.0,1111644.0,1134960.0,1107268.0,1384390.0,1485456.0,1555921.0,1618377.0,1843187.0,1290963.0,1786792.0,1991804.0,2067209.0,1791588.0,1983236.0,2179892.0
2.01.03,Obrigações Fiscais,341844.0,675950.0,1397596.0,1710484.0,1521982.0,2605027.0,2585823.0,2270111.0,495417.0,612368.0,583998.0,432216.0,460477.0,345696.0,609227.0,538795.0,228066.0,460868.0,198704.0,219552.0,225895.0,359876.0,281264.0
2.01.04,Empréstimos e Financiamentos,48835.0,207404.0,213635.0,45014.0,58858.0,255410.0,320726.0,478410.0,780219.0,841869.0,879978.0,1045990.0,630502.0,368348.0,421551.0,445182.0,522273.0,679504.0,1203168.0,1340018.0,1090110.0,1581100.0,1562918.0
2.01.05,Outras Obrigações,915283.0,1063163.0,1412663.0,1375474.0,1123323.0,1462523.0,2859913.0,2552416.0,1098339.0,1115752.0,1526993.0,1694915.0,1593634.0,1458335.0,1783877.0,3145593.0,2518829.0,2115381.0,5789557.0,3806136.0,4217606.0,5459397.0,4117141.0
2.01.06,Provisões,4522.0,5172.0,6623.0,7878.0,7043.0,6274.0,7559.0,5897.0,5642.0,5462.0,2691.0,3116.0,2798.0,3742.0,3523.0,4056.0,4699.0,6031.0,10304.0,10952.0,11507.0,10110.0,6185.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,4236119.0,3896145.0,4240931.0,4422586.0,4159918.0,5462071.0,6751226.0,6460264.0,5737786.0,7589126.0,9135718.0,9017345.0,11753880.0,12011586.0,13629631.0,12922123.0,12981588.0,13943090.0,16190748.0,18575817.0,17641750.0,17229558.0,17931735.0
