cd_conta,conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,16165918.0,17271904.0,19377323.0,19622406.0,21804619.0,27325969.0,28360581.0,26991134.0,24048078.0,24140611.0,26507955.0,25053595.0,28099792.0,26309254.0,29625114.0,29690605.0,29725965.0,30855507.0,34460050.0,36390919.0,35321018.0,35991112.0,36313111.0
1.01,Ativo Circulante,2971536.0,4021687.0,5884518.0,6597075.0,8714353.0,13838984.0,14545213.0,12797847.0,9740577.0,9528471.0,11651602.0,9617117.0,12541976.0,10482450.0,13472894.0,12987583.0,12983945.0,13779474.0,16603527.0,17832106.0,16680740.0,16982284.0,16750738.0
1.01.01,Caixa e Equivalentes de Caixa,666684.0,1992157.0,2844115.0,2972521.0,5116457.0,9065450.0,11830791.0,10716802.0,6352605.0,7369032.0,9583962.0,6489572.0,9013831.0,7848198.0,10622092.0,9795878.0,10409096.0,11773696.0,14479020.0,15185928.0,14281539.0,14354813.0,13584743.0
1.01.02,Aplicações Financeiras,3115.0,3137.0,3148.0,1425.0,1431.0,1886.0,212739.0,217023.0,222685.0,226229.0,136927.0,247326.0,237186.0,11248.0,12084.0,12452.0,12836.0,13164.0,13530.0,13891.0,14320.0,14799.0,17444.0
1.01.03,Contas a Receber,1476037.0,1275717.0,2290665.0,2825734.0,2693170.0,3629355.0,895340.0,749766.0,2068539.0,790965.0,657217.0,1545463.0,1657386.0,857774.0,1397789.0,1712870.0,432504.0,901031.0,688910.0,1506580.0,973080.0,892974.0,1543609.0
1.01.04,Estoques,559655.0,543179.0,562319.0,512440.0,608621.0,949040.0,1253443.0,855205.0,821117.0,865463.0,818002.0,923849.0,1140770.0,1083020.0,916364.0,935979.0,755748.0,700595.0,729454.0,777848.0,847936.0,869275.0,818767.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115047.0,116571.0,135972.0,177737.0,213897.0,281680.0,298308.0,227624.0,147203.0,196603.0,437521.0,70613.0,171092.0,438965.0,279211.0
1.01.07,Despesas Antecipadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,266045.0,207497.0,184271.0,284955.0,294674.0,193253.0,352900.0,153062.0,160584.0,160211.0,319522.0,233170.0,278906.0,400530.0,226257.0,302780.0,1226558.0,194385.0,255092.0,277246.0,392773.0,411458.0,506964.0
1.02,Ativo Não Circulante,13194382.0,13250217.0,13492805.0,13025331.0,13090266.0,13486985.0,13815368.0,14193287.0,14307501.0,14612140.0,14856353.0,15436478.0,15557816.0,15826804.0,16152220.0,16703022.0,16742020.0,17076033.0,17856523.0,18558813.0,18640278.0,19008828.0,19562373.0
1.02.01,Ativo Realizável a Longo Prazo,586302.0,571673.0,725598.0,711231.0,723450.0,765917.0,823941.0,966843.0,995042.0,1067357.0,1188210.0,1267450.0,1341673.0,1429748.0,1518913.0,1814280.0,1811794.0,1924198.0,2429729.0,2723075.0,2645162.0,2720191.0,2872680.0
1.02.02,Investimentos,1177964.0,1202317.0,1227076.0,1225372.0,1236512.0,1271294.0,1334601.0,1313186.0,1329013.0,1364642.0,1421294.0,1425588.0,1449833.0,1509379.0,1577420.0,1577155.0,1639647.0,1703187.0,1768310.0,1774066.0,1824114.0,1911552.0,1994950.0
1.02.03,Imobilizado,7187670.0,7234072.0,7300592.0,6852757.0,6894524.0,7221814.0,7433888.0,7692003.0,7765025.0,7967143.0,8037440.0,8356288.0,8385565.0,8516627.0,8694229.0,8958768.0,8945519.0,9110866.0,9326308.0,9704951.0,9820926.0,10030770.0,10356293.0
1.02.04,Intangível,4242446.0,4242155.0,4239539.0,4235971.0,4235780.0,4227960.0,4222938.0,4221255.0,4218421.0,4212998.0,4209409.0,4387152.0,4380745.0,4371050.0,4361658.0,4352819.0,4345060.0,4337782.0,4332176.0,4356721.0,4350076.0,4346315.0,4338450.0
